path,class,existsAtReferenceScan,directOldIndexDat,serializedReferrerCount,exactScriptLiteralCount,defaultFormalObjectPrewarm,retainedReachability,retirementGate,deleteAuthorized
Assets/NTSD/Config/Character/sound_nin.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/Character/sound_nin2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/Character/tayuya.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/Character/temari.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/Character/tenten.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/Character/yamato.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/criminal.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/ex_ball.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/log.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/needle.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon1.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon10.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon11.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon3.dat,OLD_DAT,true,true,0,1,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon4.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon6.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/chars/weapon9.dat,OLD_DAT,true,true,0,1,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/air_creature_die.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/blood.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/blood2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/blood3.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/byakugan.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/chakra.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/die.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/flash_weap.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/gate.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/heart.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/heart0.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/heart2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/heart3.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/jiroubou_rock.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/rasengan_ball.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/shield.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/effect/weapon4.dat,OLD_DAT,true,false,0,0,LoganRuntime,not in old data.txt; other reachability not excluded,REVIEW_UNINDEXED_DAT,false
Assets/NTSD/Config/FrameConfig/weapon5.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/FrameConfig/weapon8.dat,OLD_DAT,true,true,0,1,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/jsona/broken_weapon.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/jsona/etc.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/100_puppets.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/100_puppets_b.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/100_puppets_c.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/4TK_ball.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/air_creature.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/area.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/big_boom.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/bugs.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/bugs2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/charge.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/chidori.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/chiyo_kunais.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/clay_bird.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/clay_bird2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/clay_worm.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/coffin.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/criminal2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/crow_2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/death.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/doggy.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/dragon.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/drunken.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/earth_creature.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/father_puppet.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/fire_creature.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/firen_flame.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/flash.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/freeze_column.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/frog.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/ink.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/ironsand.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/itachi_kunai.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/jan_chaseh.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/karasu.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/katon_ball.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/katon_big.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/katon_kakuzu.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/lee_counter.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/mega_ex.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/mirror.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/monster.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/mother_puppet.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/nckakuzuarm.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/poison.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/puppet.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/rasenshuriken.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sakura_ball.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sand.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sand_2.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sand_blast.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sand_shield.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sanshouo.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/shadow.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/snake.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/spider.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/summon.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/sword.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/thunder_creature.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/tree.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/water.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/wave.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/wind.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Config/specialattack/wood.dat,OLD_DAT,true,true,0,0,LoganRuntime,explicit empty-root loader; Editor RefreshAllData; retained tests,KEEP_LEGACY_INDEX,false
Assets/NTSD/Sprite/Character/chiyo/chiyo.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/chiyo/chiyo2.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/chiyo/chiyo_f.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/chiyo/chiyo_s.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara/deidara_0.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara/deidara_2.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara/deidara_3.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara/deidara_f.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara/deidara_s.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara_bird/deidara_3.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
Assets/NTSD/Sprite/Character/deidara_bird/deidara_4.bmp,OLD_INDEXED_IMAGE,true,false,0,0,LoganRuntime,old DAT bitmap publication; Editor/legacy consumers,KEEP_LEGACY_BITMAP,false
