side,objectId,type,sourceDat,role,token,resolved,resolution,hash,guid,format,width,height
native,500,0,m/hug/hug.dat,bmp:small,sprite\small\huge_nin_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\huge_nin_s.png,EXACT,1F8E16A2B5907889763EE612FDFCC6AACB1AD6D9E77318BD158C361A25B50688,,PNG,60,54
native,500,0,m/hug/hug.dat,bmp:smallb,sprite\smallb\huge_nin_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\huge_nin_s.png,EXACT,B3A3619FC58C35DDDEEAF30E002ED629A4AC2E15D80D51CAD99D27E2F782045F,,PNG,40,55
native,500,0,m/hug/hug.dat,sheet,m\hug\hug.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\hug.png,EXACT,53810F2573144283C221FD735803F6C7C298D94F8067483363B6994CC6E01FF7,,PNG,799,240
native,500,0,m/hug/hug.dat,sheet,m\hug\pun.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\pun.png,EXACT,320E216A665EFC566B3252756E20D4EA649F68FEAFDFE95BB1BD37E174DE9072,,PNG,243,85
native,501,0,m/hug/hug2.dat,bmp:file(0-29),m\hug\hug2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\hug2.png,EXACT,229AF7940DAD88403479321956DC27CDB326DB638A28E716B948AF00F6269AAB,,PNG,799,240
native,501,0,m/hug/hug2.dat,bmp:file(30-31),m\hug\pun2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\pun2.png,EXACT,5C574323B05944597D0C02E86C0E0E43A5B47C13D312DE9C9CE40D58EF31E065,,PNG,243,85
native,501,0,m/hug/hug2.dat,bmp:head,sprite\face\huge_nin2_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\huge_nin2_f.png,EXACT,B9E4D182D3ACE0DA0B516B4BD3C19E2F59ABB346CA9C2ADA4A21873C9A5C5E17,,PNG,145,223
native,501,0,m/hug/hug2.dat,bmp:small,sprite\small\huge_nin2_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\huge_nin2_s.png,EXACT,80167DC464BDCDBAD3CBF8846591929A85C229AE48A09A38FBB647D2B3CD551C,,PNG,60,54
native,501,0,m/hug/hug2.dat,bmp:smallb,sprite\smallb\huge_nin2_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\huge_nin2_s.png,EXACT,67CBA4EEA6375BA81D20E88EC4C40B5550F7E091B20CB57167B842A625D4A0C4,,PNG,40,55
native,501,0,m/hug/hug2.dat,sheet,m\hug\hug2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\hug2.png,EXACT,229AF7940DAD88403479321956DC27CDB326DB638A28E716B948AF00F6269AAB,,PNG,799,240
native,501,0,m/hug/hug2.dat,sheet,m\hug\pun2.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\pun2.png,EXACT,5C574323B05944597D0C02E86C0E0E43A5B47C13D312DE9C9CE40D58EF31E065,,PNG,243,85
native,502,0,m/hug/hug3.dat,bmp:file(0-29),m\hug\hug3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\hug3.png,EXACT,F640BBF4A47274461BC990882CE544740B99BA4FEDCC4DFF9382C6720FB32381,,PNG,799,240
native,502,0,m/hug/hug3.dat,bmp:file(30-31),m\hug\pun3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\pun3.png,EXACT,F5F6443D9595A2024C9B94DF777A52C778D422D8FCC446AD8552E5C3C55AC341,,PNG,243,85
native,502,0,m/hug/hug3.dat,bmp:head,sprite\face\huge_nin3_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\huge_nin3_f.png,EXACT,16CBBEB9750D0214044CC74F379DEE8124218875BEB4FD6049924C64D0B6C11A,,PNG,145,223
native,502,0,m/hug/hug3.dat,bmp:small,sprite\small\huge_nin3_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\huge_nin3_s.png,EXACT,9B93798DE80BE44A53382EE24252D00AE19C53D251CC8CE0EC5BBBE3D43FA54B,,PNG,60,54
native,502,0,m/hug/hug3.dat,bmp:smallb,sprite\smallb\huge_nin3_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\huge_nin3_s.png,EXACT,EA010EC0FA1690D867C760C758F65C6EB371ED46687629176B14BF5FC4EA090A,,PNG,40,55
native,502,0,m/hug/hug3.dat,sheet,m\hug\hug3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\hug3.png,EXACT,F640BBF4A47274461BC990882CE544740B99BA4FEDCC4DFF9382C6720FB32381,,PNG,799,240
native,502,0,m/hug/hug3.dat,sheet,m\hug\pun3.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\hug\pun3.png,EXACT,F5F6443D9595A2024C9B94DF777A52C778D422D8FCC446AD8552E5C3C55AC341,,PNG,243,85
native,86,0,m/teu/teu.dat,bmp:file(0-49),m\teu\teu.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\teu\teu.png,EXACT,6C533F1628DA36F03F3C1F56EB4383114AACB0F3A26FA42519CD3968110D2B13,,PNG,1529,505
native,86,0,m/teu/teu.dat,bmp:head,sprite\face\teuchi_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\teuchi_f.png,EXACT,F4495CA3D4D4D58B7AFABE1860F8819E192739452AB542618E7981194815B536,,PNG,145,223
native,86,0,m/teu/teu.dat,bmp:small,sprite\small\teuchi_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\teuchi_s.png,EXACT,4556113C98A85A81FF55561CB818E3A38A691D0727068E439F2E9D91FF842887,,PNG,60,54
native,86,0,m/teu/teu.dat,bmp:smallb,sprite\smallb\teuchi_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\teuchi_s.png,EXACT,323B843A3BCEBC8B7541D807CDD488C3B0601B288489503A5D571E92B747D04E,,PNG,40,55
native,86,0,m/teu/teu.dat,sheet,m\teu\teu.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\m\teu\teu.png,EXACT,6C533F1628DA36F03F3C1F56EB4383114AACB0F3A26FA42519CD3968110D2B13,,PNG,1529,505
native,2,0,c/nar/nar.dat,bmp:file(0-199),c\nar\nar.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nar\nar.png,EXACT,391E7A17A04A4DB5E103656571AA5EA2CE9DADB91E377F1FA917DF9920B57FB5,,PNG,799,1600
native,2,0,c/nar/nar.dat,bmp:head,sprite\face\naruto_f.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\face\naruto_f.png,EXACT,18C508FE1016F975253B5968B04BBBB68664FB58128CD937C2B158020B3DD9C4,,PNG,145,223
native,2,0,c/nar/nar.dat,bmp:small,sprite\small\naruto_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\small\naruto_s.png,EXACT,C0402CB7F0D94C52D0D2905DA3E828D41A9A78F8E0D82C4993C8004F7D966C6F,,PNG,60,54
native,2,0,c/nar/nar.dat,bmp:smallb,sprite\smallb\naruto_s.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\sprite\smallb\naruto_s.png,EXACT,9C12B2A2B38D2EFCDDF0986D5EE49F5B02DFC626BC0E9DD08A1C4801C270AD4A,,PNG,40,51
native,2,0,c/nar/nar.dat,sheet,c\nar\nar.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\nar\nar.png,EXACT,391E7A17A04A4DB5E103656571AA5EA2CE9DADB91E377F1FA917DF9920B57FB5,,PNG,799,1600
