path,status,nativeParseSuccess,unityParseSuccess,unityParserReturned,unityParserDiagnosticErrors,unityFullConverterSuccess,unityIsolatedSubblockFailures,comparisonScope,nativeDiagnosticsCount,unityDiagnosticsCount,firstFrameError,nativeFrames,unityFrames,missingFrames,extraFrames,DTO_FIELD_MISSING,TYPED_VALUE_DIFFERENCE,REPRESENTATION_SHAPE_REVIEW,domain,PARSED_BODY_FIELD_REVIEW,rejectedFrames,rejectedSubblocks,unavailableTypedProjection,nativeProjectionDiagnostic,subblockStructureDifference
a/wat/wat2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,32,32,0,0,188,6,26,INDEXED_OBJECT_DAT,8,,,,,
a/win/win.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,16,16,0,0,120,,60,INDEXED_OBJECT_DAT,30,,,,,
a/zzz/zzz.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,7,7,0,0,,,,INDEXED_OBJECT_DAT,2,,,,,
b/aca/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/are/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/cav/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/cli/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/dee/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/des/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/dis/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/ent/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/fod/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/for/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/hid/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/hos/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/hot/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/kab/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/pat/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/rai/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/ram/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/san/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/san2/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/sno/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/uch/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/val/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/vil/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
b/wha/b.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,2,0,,0,0,0,0,,,,INDEXED_BACKGROUND_DAT,,,,,,
c/0/spe.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,3,,22,22,0,0,,,,INDEXED_OBJECT_DAT,,,,,,
c/ank/a/atk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,11,,125,125,0,0,520,33,128,INDEXED_OBJECT_DAT,38,,,,,
c/ank/a/atk2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,18,18,0,0,104,,36,INDEXED_OBJECT_DAT,12,,,,,
c/ank/a/atk3.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,2,,18,18,0,0,68,10,6,INDEXED_OBJECT_DAT,,,,,,
c/ank/acl.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,6,,162,162,0,0,496,35,76,INDEXED_OBJECT_DAT,718,,,,,
c/ank/ank.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,False,1,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,16,System.InvalidOperationException: WPoint property 'effect' is outside the formal release contract.,394,394,0,0,1784,112,192,INDEXED_OBJECT_DAT,1516,1,1,1,,
c/ank/ssnk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,False,1,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,System.InvalidOperationException: WPoint property '7' is outside the formal release contract.,94,94,0,0,348,54,146,INDEXED_OBJECT_DAT,236,1,1,1,,
c/asu/a/ash.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,66,66,0,0,164,4,50,INDEXED_OBJECT_DAT,2,,,,,
c/asu/a/fly.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,4,,31,31,0,0,168,28,76,INDEXED_OBJECT_DAT,72,,,,,
c/asu/asu.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,16,,350,350,0,0,1000,61,144,INDEXED_OBJECT_DAT,1374,,,,,
c/bee/a/wind.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,10,,148,148,0,0,664,25,96,INDEXED_OBJECT_DAT,34,,,,,
c/bee/bee.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,12,,454,454,0,0,2804,70,170,INDEXED_OBJECT_DAT,1814,,,,,
c/chi/a/atk.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,11,,168,168,0,0,1100,82,198,INDEXED_OBJECT_DAT,30,,,,,
c/chi/a/pup.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,90,90,0,0,220,13,38,INDEXED_OBJECT_DAT,136,,,,,
c/chi/chi.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,14,,371,371,0,0,1700,95,182,INDEXED_OBJECT_DAT,1480,,,,,
c/chi/pup1.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,165,165,0,0,396,48,110,INDEXED_OBJECT_DAT,922,,,,,
c/chi/pup10.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,143,143,0,0,284,37,62,INDEXED_OBJECT_DAT,790,,,,,
c/chi/pup2.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,143,143,0,0,284,37,62,INDEXED_OBJECT_DAT,790,,,,,
c/chi/pup3.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,150,150,0,0,356,37,90,INDEXED_OBJECT_DAT,832,,,,,
c/chi/pup4.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,157,157,0,0,572,47,126,INDEXED_OBJECT_DAT,874,,,,,
c/chi/pup5.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,9,,231,231,0,0,992,202,392,INDEXED_OBJECT_DAT,1308,,,,,
c/chi/pup6.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,8,,155,155,0,0,408,46,124,INDEXED_OBJECT_DAT,862,,,,,
c/chi/pup7.dat,SOURCE_PROJECTION_COMPARED,True,True,True,0,True,0,NATIVE_FIELDS_TO_UNITY_SUBBLOCKS_ONLY_EXTRA_UNITY_FIELDS_NOT_SEMANTICALLY_ADJUDICATED,0,7,,141,141,0,0,324,35,82,INDEXED_OBJECT_DAT,776,,,,,
