oid	type	action	pointHp	pointMp	ohp	omp	maxPresent	maxMp	hpOut	boundOut	baseOut	mpOut	baseMpOut	displayHp	displayMax	score	damage	scoreStep	damageStep	hpStep	maxStep
36	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
37	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
38	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
39	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
40	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
41	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
42	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
43	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
44	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
45	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
46	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
47	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
48	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
49	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
50	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
51	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
52	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
53	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
54	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
55	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
56	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
57	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
58	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
59	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
60	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
61	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
62	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
63	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
64	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
65	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
66	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
67	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
68	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
69	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
70	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
71	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
72	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
73	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
74	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
75	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
76	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
77	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
78	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
80	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
81	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
82	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
83	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
84	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
85	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
86	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
87	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
88	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
89	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
90	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
91	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
92	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
93	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
94	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
95	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
96	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
97	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
98	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
99	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
101	4	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
120	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
121	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
122	6	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
123	6	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
124	4	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
150	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
151	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
202	3	40	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
204	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
206	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
207	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
208	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
210	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
211	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
212	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
213	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
214	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
217	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
218	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
219	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
220	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
221	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
222	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
223	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
224	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
225	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
226	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
227	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
228	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
229	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
230	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
231	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
232	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
233	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
235	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
236	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
237	3	50	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
251	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
280	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
299	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
300	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
301	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
302	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
303	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
304	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
305	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
314	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
315	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
316	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
317	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
333	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
334	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
335	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
355	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
400	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
401	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
402	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
403	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
404	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
405	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
406	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
407	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
408	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
409	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
410	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
411	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
412	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
413	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
414	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
415	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
416	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
417	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
418	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
419	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
420	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
421	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
422	4	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
423	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
424	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
425	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
426	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
427	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
428	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
429	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
430	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
431	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
432	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
433	3	70	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
434	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
435	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
436	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
437	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
438	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
439	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
440	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
441	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
442	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
443	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
444	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
445	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
446	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
447	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
448	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
449	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
455	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
456	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
459	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
462	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
498	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
499	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
500	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
501	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
502	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
503	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
504	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
505	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
506	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
507	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
508	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
509	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
510	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
511	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
512	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
513	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
514	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
515	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
516	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
518	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
525	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
526	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
555	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
600	4	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
602	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
603	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
604	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
605	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
606	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
608	3	65	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
616	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
619	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
630	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
652	2	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
670	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
700	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
701	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
702	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
703	3	185	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
704	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
705	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
706	3	4	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
707	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
708	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
709	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
710	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
711	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
712	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
713	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
714	3	45	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
715	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
716	3	125	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
717	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
719	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
721	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
723	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
724	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
725	3	10	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
726	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
727	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
728	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
729	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
736	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
746	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
760	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
761	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
762	3	310	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
800	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
802	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
804	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
805	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
806	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
808	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
809	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
810	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
814	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
815	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
816	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
817	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
818	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
820	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
822	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
830	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
832	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
838	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
846	3	210	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
850	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
851	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
852	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
853	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
854	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
855	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
856	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
857	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
858	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
859	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
860	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
861	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
862	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
866	1	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
870	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
871	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
872	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
873	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
874	0	0	101	103	0	0	1	500	101	101	101	103	500	101	101	0	0	0	0	0	0
875	3	0	101	103	0	0	0	0	101	101	101	103	103	101	101	0	0	0	0	0	0
