Character/Hsasori.dat	-1	-1	FILE	-1	frameCount	200
Character/Hsasori.dat	7	8	BDY	1	y	15
Character/Hsasori.dat	7	8	BDY	1	w	57
Character/Hsasori.dat	7	8	BDY	1	h	65
Character/Hsasori.dat	7	8	OPOINT	-1	count	0
Character/Hsasori.dat	7	8	WPOINT	-1	count	1
Character/Hsasori.dat	7	8	WPOINT	0	tuple	kind=2;x=54;y=56;attacking=0;cover=1;weaponact=23;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	7	8	BPOINT	-1	count	0
Character/Hsasori.dat	7	8	CPOINT	-1	count	0
Character/Hsasori.dat	8	9	FRAME	-1	scalars	name64=cnVubmluZw==;pic=4;state=1;wait=0;next=5;dvx=0;dvy=0;dvz=0;centerx=39;centery=78;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	8	9	ITR	-1	count	0
Character/Hsasori.dat	8	9	BDY	-1	count	2
Character/Hsasori.dat	8	9	BDY	0	x	21
Character/Hsasori.dat	8	9	BDY	0	y	80000
Character/Hsasori.dat	8	9	BDY	0	w	43
Character/Hsasori.dat	8	9	BDY	0	h	62
Character/Hsasori.dat	8	9	BDY	1	x	25
Character/Hsasori.dat	8	9	BDY	1	y	19
Character/Hsasori.dat	8	9	BDY	1	w	38
Character/Hsasori.dat	8	9	BDY	1	h	60
Character/Hsasori.dat	8	9	OPOINT	-1	count	0
Character/Hsasori.dat	8	9	WPOINT	-1	count	1
Character/Hsasori.dat	8	9	WPOINT	0	tuple	kind=1;x=50;y=41;attacking=0;cover=1;weaponact=25;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	8	9	BPOINT	-1	count	0
Character/Hsasori.dat	8	9	CPOINT	-1	count	0
Character/Hsasori.dat	9	10	FRAME	-1	scalars	name64=cnVubmluZw==;pic=4;state=1;wait=0;next=5;dvx=0;dvy=0;dvz=0;centerx=39;centery=78;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	9	10	ITR	-1	count	0
Character/Hsasori.dat	9	10	BDY	-1	count	1
Character/Hsasori.dat	9	10	BDY	0	x	25
Character/Hsasori.dat	9	10	BDY	0	y	19
Character/Hsasori.dat	9	10	BDY	0	w	38
Character/Hsasori.dat	9	10	BDY	0	h	60
Character/Hsasori.dat	9	10	OPOINT	-1	count	0
Character/Hsasori.dat	9	10	WPOINT	-1	count	1
Character/Hsasori.dat	9	10	WPOINT	0	tuple	kind=1;x=50;y=53;attacking=0;cover=1;weaponact=23;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	9	10	BPOINT	-1	count	0
Character/Hsasori.dat	9	10	CPOINT	-1	count	0
Character/Hsasori.dat	10	11	FRAME	-1	scalars	name64=cnVubmluZw==;pic=4;state=1;wait=0;next=5;dvx=0;dvy=0;dvz=0;centerx=39;centery=78;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	10	11	ITR	-1	count	0
Character/Hsasori.dat	10	11	BDY	-1	count	2
Character/Hsasori.dat	10	11	BDY	0	x	21
Character/Hsasori.dat	10	11	BDY	0	y	80000
Character/Hsasori.dat	10	11	BDY	0	w	43
Character/Hsasori.dat	10	11	BDY	0	h	62
Character/Hsasori.dat	10	11	BDY	1	x	25
Character/Hsasori.dat	10	11	BDY	1	y	19
Character/Hsasori.dat	10	11	BDY	1	w	38
Character/Hsasori.dat	10	11	BDY	1	h	60
Character/Hsasori.dat	10	11	OPOINT	-1	count	0
Character/Hsasori.dat	10	11	WPOINT	-1	count	1
Character/Hsasori.dat	10	11	WPOINT	0	tuple	kind=1;x=50;y=54;attacking=0;cover=1;weaponact=21;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	10	11	BPOINT	-1	count	0
Character/Hsasori.dat	10	11	CPOINT	-1	count	0
Character/Hsasori.dat	11	12	FRAME	-1	scalars	name64=aGVhdnlfb2JqX3dhbGs=;pic=23;state=1;wait=3;next=0;dvx=0;dvy=0;dvz=0;centerx=39;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	11	12	ITR	-1	count	0
Character/Hsasori.dat	11	12	BDY	-1	count	2
Character/Hsasori.dat	11	12	BDY	0	x	29
Character/Hsasori.dat	11	12	BDY	0	y	15
Character/Hsasori.dat	11	12	BDY	0	w	28
Character/Hsasori.dat	11	12	BDY	0	h	64
Character/Hsasori.dat	11	12	BDY	1	x	21
Character/Hsasori.dat	11	12	BDY	1	y	80000
Character/Hsasori.dat	11	12	BDY	1	w	43
Character/Hsasori.dat	11	12	BDY	1	h	62
Character/Hsasori.dat	11	12	OPOINT	-1	count	0
Character/Hsasori.dat	11	12	WPOINT	-1	count	1
Character/Hsasori.dat	11	12	WPOINT	0	tuple	kind=1;x=42;y=26;attacking=0;cover=1;weaponact=10;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	11	12	BPOINT	-1	count	0
Character/Hsasori.dat	11	12	CPOINT	-1	count	0
Character/Hsasori.dat	12	13	FRAME	-1	scalars	name64=aGVhdnlfb2JqX3dhbGs=;pic=24;state=1;wait=3;next=0;dvx=0;dvy=0;dvz=0;centerx=39;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	12	13	ITR	-1	count	0
Character/Hsasori.dat	12	13	BDY	-1	count	2
Character/Hsasori.dat	12	13	BDY	0	x	29
Character/Hsasori.dat	12	13	BDY	0	y	15
Character/Hsasori.dat	12	13	BDY	0	w	28
Character/Hsasori.dat	12	13	BDY	0	h	64
Character/Hsasori.dat	12	13	BDY	1	x	21
Character/Hsasori.dat	12	13	BDY	1	y	80000
Character/Hsasori.dat	12	13	BDY	1	w	43
Character/Hsasori.dat	12	13	BDY	1	h	62
Character/Hsasori.dat	12	13	OPOINT	-1	count	0
Character/Hsasori.dat	12	13	WPOINT	-1	count	1
Character/Hsasori.dat	12	13	WPOINT	0	tuple	kind=1;x=43;y=27;attacking=0;cover=1;weaponact=10;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	12	13	BPOINT	-1	count	0
Character/Hsasori.dat	12	13	CPOINT	-1	count	0
Character/Hsasori.dat	13	14	FRAME	-1	scalars	name64=aGVhdnlfb2JqX3dhbGs=;pic=25;state=1;wait=3;next=0;dvx=0;dvy=0;dvz=0;centerx=44;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	13	14	ITR	-1	count	0
Character/Hsasori.dat	13	14	BDY	-1	count	2
Character/Hsasori.dat	13	14	BDY	0	x	29
Character/Hsasori.dat	13	14	BDY	0	y	15
Character/Hsasori.dat	13	14	BDY	0	w	28
Character/Hsasori.dat	13	14	BDY	0	h	64
Character/Hsasori.dat	13	14	BDY	1	x	21
Character/Hsasori.dat	13	14	BDY	1	y	80000
Character/Hsasori.dat	13	14	BDY	1	w	43
Character/Hsasori.dat	13	14	BDY	1	h	62
Character/Hsasori.dat	13	14	OPOINT	-1	count	0
Character/Hsasori.dat	13	14	WPOINT	-1	count	1
Character/Hsasori.dat	13	14	WPOINT	0	tuple	kind=1;x=43;y=28;attacking=0;cover=1;weaponact=10;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	13	14	BPOINT	-1	count	0
Character/Hsasori.dat	13	14	CPOINT	-1	count	0
Character/Hsasori.dat	14	15	FRAME	-1	scalars	name64=aGVhdnlfb2JqX3dhbGs=;pic=26;state=1;wait=3;next=0;dvx=0;dvy=0;dvz=0;centerx=50;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	14	15	ITR	-1	count	0
Character/Hsasori.dat	14	15	BDY	-1	count	2
Character/Hsasori.dat	14	15	BDY	0	x	29
Character/Hsasori.dat	14	15	BDY	0	y	15
Character/Hsasori.dat	14	15	BDY	0	w	28
Character/Hsasori.dat	14	15	BDY	0	h	64
Character/Hsasori.dat	14	15	BDY	1	x	21
Character/Hsasori.dat	14	15	BDY	1	y	80000
Character/Hsasori.dat	14	15	BDY	1	w	43
Character/Hsasori.dat	14	15	BDY	1	h	62
Character/Hsasori.dat	14	15	OPOINT	-1	count	0
Character/Hsasori.dat	14	15	WPOINT	-1	count	1
Character/Hsasori.dat	14	15	WPOINT	0	tuple	kind=1;x=44;y=30;attacking=0;cover=1;weaponact=10;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	14	15	BPOINT	-1	count	0
Character/Hsasori.dat	14	15	CPOINT	-1	count	0
Character/Hsasori.dat	15	16	FRAME	-1	scalars	name64=aGVhdnlfb2JqX3J1bg==;pic=26;state=1;wait=3;next=0;dvx=0;dvy=0;dvz=0;centerx=50;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	15	16	ITR	-1	count	0
Character/Hsasori.dat	15	16	BDY	-1	count	1
Character/Hsasori.dat	15	16	BDY	0	x	29
Character/Hsasori.dat	15	16	BDY	0	y	15
Character/Hsasori.dat	15	16	BDY	0	w	28
Character/Hsasori.dat	15	16	BDY	0	h	64
Character/Hsasori.dat	15	16	OPOINT	-1	count	0
Character/Hsasori.dat	15	16	WPOINT	-1	count	1
Character/Hsasori.dat	15	16	WPOINT	0	tuple	kind=1;x=44;y=30;attacking=0;cover=1;weaponact=10;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	15	16	BPOINT	-1	count	0
Character/Hsasori.dat	15	16	CPOINT	-1	count	0
Character/Hsasori.dat	16	17	FRAME	-1	scalars	name64=dHJlZV9qdW1w;pic=62;state=3;wait=1;next=18;dvx=550;dvy=550;dvz=550;centerx=0;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	16	17	ITR	-1	count	0
Character/Hsasori.dat	16	17	BDY	-1	count	0
Character/Hsasori.dat	16	17	OPOINT	-1	count	0
Character/Hsasori.dat	16	17	WPOINT	-1	count	0
Character/Hsasori.dat	16	17	BPOINT	-1	count	0
Character/Hsasori.dat	16	17	CPOINT	-1	count	0
Character/Hsasori.dat	17	18	FRAME	-1	scalars	name64=dHJlZV9qdW1w;pic=62;state=3;wait=1;next=19;dvx=550;dvy=550;dvz=550;centerx=0;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	17	18	ITR	-1	count	0
Character/Hsasori.dat	17	18	BDY	-1	count	0
Character/Hsasori.dat	17	18	OPOINT	-1	count	1
Character/Hsasori.dat	17	18	OPOINT	0	tuple	kind=1;x=0;y=82;action=150;dvx=0;dvy=0;oid=203;facing=0
Character/Hsasori.dat	17	18	WPOINT	-1	count	0
Character/Hsasori.dat	17	18	BPOINT	-1	count	0
Character/Hsasori.dat	17	18	CPOINT	-1	count	0
Character/Hsasori.dat	18	19	FRAME	-1	scalars	name64=dHJlZV9qdW1w;pic=62;state=2;wait=5;next=999;dvx=550;dvy=550;dvz=550;centerx=0;centery=79;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	18	19	ITR	-1	count	0
Character/Hsasori.dat	18	19	BDY	-1	count	0
Character/Hsasori.dat	18	19	OPOINT	-1	count	0
Character/Hsasori.dat	18	19	WPOINT	-1	count	0
Character/Hsasori.dat	18	19	BPOINT	-1	count	0
Character/Hsasori.dat	18	19	CPOINT	-1	count	0
Character/Hsasori.dat	19	20	FRAME	-1	scalars	name64=bm9ybWFsX3dlYXBvbl9hdGNr;pic=74;state=15;wait=0;next=46;dvx=0;dvy=0;dvz=0;centerx=62;centery=94;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	19	20	ITR	-1	count	0
Character/Hsasori.dat	19	20	BDY	-1	count	2
Character/Hsasori.dat	19	20	BDY	0	x	25
Character/Hsasori.dat	19	20	BDY	0	y	22
Character/Hsasori.dat	19	20	BDY	0	w	35
Character/Hsasori.dat	19	20	BDY	0	h	57
Character/Hsasori.dat	19	20	BDY	1	x	21
Character/Hsasori.dat	19	20	BDY	1	y	80000
Character/Hsasori.dat	19	20	BDY	1	w	43
Character/Hsasori.dat	19	20	BDY	1	h	62
Character/Hsasori.dat	19	20	OPOINT	-1	count	0
Character/Hsasori.dat	19	20	WPOINT	-1	count	1
Character/Hsasori.dat	19	20	WPOINT	0	tuple	kind=1;x=30;y=-999;attacking=0;cover=1;weaponact=20;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	19	20	BPOINT	-1	count	0
Character/Hsasori.dat	19	20	CPOINT	-1	count	0
Character/Hsasori.dat	20	25	FRAME	-1	scalars	name64=bm9ybWFsX3dlYXBvbl9hdGNr;pic=74;state=15;wait=0;next=46;dvx=0;dvy=0;dvz=0;centerx=62;centery=94;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	20	25	ITR	-1	count	0
Character/Hsasori.dat	20	25	BDY	-1	count	2
Character/Hsasori.dat	20	25	BDY	0	x	25
Character/Hsasori.dat	20	25	BDY	0	y	22
Character/Hsasori.dat	20	25	BDY	0	w	35
Character/Hsasori.dat	20	25	BDY	0	h	57
Character/Hsasori.dat	20	25	BDY	1	x	21
Character/Hsasori.dat	20	25	BDY	1	y	80000
Character/Hsasori.dat	20	25	BDY	1	w	43
Character/Hsasori.dat	20	25	BDY	1	h	62
Character/Hsasori.dat	20	25	OPOINT	-1	count	0
Character/Hsasori.dat	20	25	WPOINT	-1	count	1
Character/Hsasori.dat	20	25	WPOINT	0	tuple	kind=1;x=30;y=-999;attacking=0;cover=1;weaponact=20;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	20	25	BPOINT	-1	count	0
Character/Hsasori.dat	20	25	CPOINT	-1	count	0
Character/Hsasori.dat	21	30	FRAME	-1	scalars	name64=anVtcF93ZWFwb25fYXRjaw==;pic=97;state=15;wait=6;next=53;dvx=0;dvy=0;dvz=0;centerx=41;centery=68;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	21	30	ITR	-1	count	0
Character/Hsasori.dat	21	30	BDY	-1	count	2
Character/Hsasori.dat	21	30	BDY	0	x	22
Character/Hsasori.dat	21	30	BDY	0	y	10
Character/Hsasori.dat	21	30	BDY	0	w	40
Character/Hsasori.dat	21	30	BDY	0	h	52
Character/Hsasori.dat	21	30	BDY	1	x	21
Character/Hsasori.dat	21	30	BDY	1	y	80000
Character/Hsasori.dat	21	30	BDY	1	w	43
Character/Hsasori.dat	21	30	BDY	1	h	62
Character/Hsasori.dat	21	30	OPOINT	-1	count	0
Character/Hsasori.dat	21	30	WPOINT	-1	count	1
Character/Hsasori.dat	21	30	WPOINT	0	tuple	kind=1;x=45;y=51;attacking=0;cover=1;weaponact=22;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	21	30	BPOINT	-1	count	0
Character/Hsasori.dat	21	30	CPOINT	-1	count	0
Character/Hsasori.dat	22	35	FRAME	-1	scalars	name64=cnVuX3dlYXBvbl9hdGNr;pic=74;state=15;wait=0;next=46;dvx=0;dvy=0;dvz=0;centerx=62;centery=94;mp=0;hit_a=0;hit_d=0;hit_j=0;hit_Fj=0;hit_Fa=0;hit_Da=0;hit_Ua=0;hit_ja=0;hit_Dj=0;hit_Uj=0;sound64=
Character/Hsasori.dat	22	35	ITR	-1	count	0
Character/Hsasori.dat	22	35	BDY	-1	count	2
Character/Hsasori.dat	22	35	BDY	0	x	39
Character/Hsasori.dat	22	35	BDY	0	y	19
Character/Hsasori.dat	22	35	BDY	0	w	21
Character/Hsasori.dat	22	35	BDY	0	h	61
Character/Hsasori.dat	22	35	BDY	1	x	21
Character/Hsasori.dat	22	35	BDY	1	y	80000
Character/Hsasori.dat	22	35	BDY	1	w	43
Character/Hsasori.dat	22	35	BDY	1	h	62
Character/Hsasori.dat	22	35	OPOINT	-1	count	0
Character/Hsasori.dat	22	35	WPOINT	-1	count	1
Character/Hsasori.dat	22	35	WPOINT	0	tuple	kind=1;x=46;y=-999;attacking=0;cover=1;weaponact=30;dvx=0;dvy=0;dvz=0
Character/Hsasori.dat	22	35	BPOINT	-1	count	0
Character/Hsasori.dat	22	35	CPOINT	-1	count	0
