path	index	key	value_hex
numeric_08.dat	1	x	316532
numeric_08.dat	1	y	316532
numeric_08.dat	1	w	316532
numeric_08.dat	1	h	316532
numeric_08.dat	1	dvx	316532
numeric_08.dat	1	dvy	316532
numeric_08.dat	1	fall	316532
numeric_08.dat	1	arest	316532
numeric_08.dat	1	vrest	316532
numeric_08.dat	1	respond	316532
numeric_08.dat	1	effect	316532
numeric_08.dat	1	drain	316532
numeric_08.dat	1	spark	316532
numeric_08.dat	1	recover	316532
numeric_08.dat	1	dbdefend	316532
numeric_08.dat	1	bdefend	316532
numeric_08.dat	1	injury	316532
numeric_08.dat	1	zwidth	316532
numeric_08.dat	1	z	316532
numeric_08.dat	1	dvz	316532
numeric_08.dat	1	sound	316532
numeric_08.dat	1	cover	316532
numeric_08.dat	1	caughtact	316532
numeric_08.dat	1	catchingact	316532
numeric_08.dat	1	pickedact	316532
numeric_08.dat	1	pickingact	316532
numeric_08.dat	1	delay	316532
numeric_08.dat	1	poison	316532
numeric_08.dat	1	confus	316532
numeric_08.dat	1	weak	316532
numeric_08.dat	1	manacle	316532
numeric_08.dat	1	join	316532
numeric_08.dat	1	mimic	316532
numeric_08.dat	1	bound	316532
numeric_08.dat	1	facing	316532
numeric_08.dat	1	dx	316532
numeric_08.dat	1	dy	316532
numeric_08.dat	1	dz	316532
numeric_08.dat	1	gain	316532
numeric_09.dat	1	kind	2d37
numeric_09.dat	1	x	2d37
numeric_09.dat	1	y	2d37
numeric_09.dat	1	w	2d37
numeric_09.dat	1	h	2d37
numeric_09.dat	1	dvx	2d37
numeric_09.dat	1	dvy	2d37
numeric_09.dat	1	fall	2d37
numeric_09.dat	1	arest	2d37
numeric_09.dat	1	vrest	2d37
numeric_09.dat	1	respond	2d37
numeric_09.dat	1	effect	2d37
numeric_09.dat	1	drain	2d37
numeric_09.dat	1	spark	2d37
numeric_09.dat	1	recover	2d37
numeric_09.dat	1	dbdefend	2d37
numeric_09.dat	1	bdefend	2d37
numeric_09.dat	1	injury	2d37
numeric_09.dat	1	zwidth	2d37
numeric_09.dat	1	z	2d37
numeric_09.dat	1	dvz	2d37
numeric_09.dat	1	sound	2d37
numeric_09.dat	1	cover	2d37
numeric_09.dat	1	caughtact	2d37
numeric_09.dat	1	catchingact	2d37
numeric_09.dat	1	pickedact	2d37
numeric_09.dat	1	pickingact	2d37
numeric_09.dat	1	delay	2d37
numeric_09.dat	1	poison	2d37
numeric_09.dat	1	confus	2d37
numeric_09.dat	1	weak	2d37
numeric_09.dat	1	manacle	2d37
numeric_09.dat	1	join	2d37
numeric_09.dat	1	mimic	2d37
numeric_09.dat	1	bound	2d37
numeric_09.dat	1	facing	2d37
numeric_09.dat	1	dx	2d37
numeric_09.dat	1	dy	2d37
numeric_09.dat	1	dz	2d37
numeric_09.dat	1	gain	2d37
numeric_10.dat	1	kind	312e35
numeric_10.dat	1	x	312e35
numeric_10.dat	1	y	312e35
numeric_10.dat	1	w	312e35
numeric_10.dat	1	h	312e35
numeric_10.dat	1	dvx	312e35
numeric_10.dat	1	dvy	312e35
numeric_10.dat	1	fall	312e35
numeric_10.dat	1	arest	312e35
numeric_10.dat	1	vrest	312e35
numeric_10.dat	1	respond	312e35
numeric_10.dat	1	effect	312e35
numeric_10.dat	1	drain	312e35
numeric_10.dat	1	spark	312e35
numeric_10.dat	1	recover	312e35
numeric_10.dat	1	dbdefend	312e35
numeric_10.dat	1	bdefend	312e35
numeric_10.dat	1	injury	312e35
numeric_10.dat	1	zwidth	312e35
numeric_10.dat	1	z	312e35
numeric_10.dat	1	dvz	312e35
numeric_10.dat	1	sound	312e35
numeric_10.dat	1	cover	312e35
numeric_10.dat	1	caughtact	312e35
numeric_10.dat	1	catchingact	312e35
numeric_10.dat	1	pickedact	312e35
numeric_10.dat	1	pickingact	312e35
numeric_10.dat	1	delay	312e35
numeric_10.dat	1	poison	312e35
numeric_10.dat	1	confus	312e35
numeric_10.dat	1	weak	312e35
numeric_10.dat	1	manacle	312e35
numeric_10.dat	1	join	312e35
numeric_10.dat	1	mimic	312e35
numeric_10.dat	1	bound	312e35
numeric_10.dat	1	facing	312e35
numeric_10.dat	1	dx	312e35
numeric_10.dat	1	dy	312e35
numeric_10.dat	1	dz	312e35
numeric_10.dat	1	gain	312e35
numeric_11.dat	1	kind	2d2d32
numeric_11.dat	1	x	2d2d32
numeric_11.dat	1	y	2d2d32
numeric_11.dat	1	w	2d2d32
numeric_11.dat	1	h	2d2d32
numeric_11.dat	1	dvx	2d2d32
numeric_11.dat	1	dvy	2d2d32
numeric_11.dat	1	fall	2d2d32
numeric_11.dat	1	arest	2d2d32
numeric_11.dat	1	vrest	2d2d32
numeric_11.dat	1	respond	2d2d32
numeric_11.dat	1	effect	2d2d32
numeric_11.dat	1	drain	2d2d32
numeric_11.dat	1	spark	2d2d32
numeric_11.dat	1	recover	2d2d32
numeric_11.dat	1	dbdefend	2d2d32
numeric_11.dat	1	bdefend	2d2d32
numeric_11.dat	1	injury	2d2d32
numeric_11.dat	1	zwidth	2d2d32
numeric_11.dat	1	z	2d2d32
numeric_11.dat	1	dvz	2d2d32
numeric_11.dat	1	sound	2d2d32
numeric_11.dat	1	cover	2d2d32
numeric_11.dat	1	caughtact	2d2d32
numeric_11.dat	1	catchingact	2d2d32
numeric_11.dat	1	pickedact	2d2d32
numeric_11.dat	1	pickingact	2d2d32
numeric_11.dat	1	delay	2d2d32
numeric_11.dat	1	poison	2d2d32
numeric_11.dat	1	confus	2d2d32
numeric_11.dat	1	weak	2d2d32
numeric_11.dat	1	manacle	2d2d32
numeric_11.dat	1	join	2d2d32
numeric_11.dat	1	mimic	2d2d32
numeric_11.dat	1	bound	2d2d32
numeric_11.dat	1	facing	2d2d32
numeric_11.dat	1	dx	2d2d32
numeric_11.dat	1	dy	2d2d32
numeric_11.dat	1	dz	2d2d32
numeric_11.dat	1	gain	2d2d32
numeric_12.dat	1	kind	783a
numeric_12.dat	1	y	773a
numeric_12.dat	1	h	6476783a
numeric_12.dat	1	dvy	66616c6c3a
numeric_12.dat	1	arest	76726573743a
numeric_12.dat	1	respond	6566666563743a
numeric_12.dat	1	drain	737061726b3a
numeric_12.dat	1	recover	6462646566656e643a
numeric_12.dat	1	bdefend	696e6a7572793a
numeric_12.dat	1	zwidth	7a3a
numeric_12.dat	1	dvz	736f756e643a
numeric_12.dat	1	cover	6361756768746163743a
numeric_12.dat	1	catchingact	7069636b65646163743a
numeric_12.dat	1	pickingact	64656c61793a
numeric_12.dat	1	poison	636f6e6675733a
numeric_12.dat	1	weak	6d616e61636c653a
numeric_12.dat	1	join	6d696d69633a
numeric_12.dat	1	bound	666163696e673a
numeric_12.dat	1	dx	64793a
numeric_12.dat	1	dz	6761696e3a
ordered.dat	1	kind	31
ordered.dat	1	x	32
ordered.dat	1	y	33
ordered.dat	1	w	34
ordered.dat	1	h	35
ordered.dat	1	dvx	36
ordered.dat	1	dvy	37
ordered.dat	1	fall	38
ordered.dat	1	arest	39
ordered.dat	1	vrest	3130
ordered.dat	1	respond	3131
ordered.dat	1	effect	3132
ordered.dat	1	drain	3133
ordered.dat	1	spark	3134
ordered.dat	1	recover	3135
ordered.dat	1	dbdefend	3136
ordered.dat	1	bdefend	3137
ordered.dat	1	injury	3138
ordered.dat	1	zwidth	3139
ordered.dat	1	z	3230
ordered.dat	1	dvz	3231
ordered.dat	1	sound	3232
ordered.dat	1	cover	3233
ordered.dat	1	caughtact	3234
ordered.dat	1	catchingact	3235
ordered.dat	1	pickedact	3236
ordered.dat	1	pickingact	3237
ordered.dat	1	delay	3238
ordered.dat	1	poison	3239
ordered.dat	1	confus	3330
ordered.dat	1	weak	3331
ordered.dat	1	manacle	3332
ordered.dat	1	join	3333
ordered.dat	1	mimic	3334
ordered.dat	1	bound	3335
ordered.dat	1	facing	3336
ordered.dat	1	dx	3337
ordered.dat	1	dy	3338
ordered.dat	1	dz	3339
ordered.dat	1	gain	3430
