relative_png,formal_sha256,formal_dat_references,classification,selected_path_status,next_proof
sprite/menu/7.png,EC2DB44239F77411A30CBE822FD5EF5300684DE9D1FAEFA41EACC3A995724EC9,data/system.dat,G08_NONBATTLE_FRONTEND,PROTECTED_NONBATTLE,Preserve Unity selection/loading flow; battle input/config mapping is separate.
sprite/menu/8.png,E4EAD2C9D772C6048B92948497BFD3C18876C3E965AAB2247AC36B139E7B058A,data/system.dat,G08_NONBATTLE_FRONTEND,PROTECTED_NONBATTLE,Preserve Unity selection/loading flow; battle input/config mapping is separate.
sprite/minibar/st1/bars.png,46436CEBBA4DC98D45904EC72264B7BEAA1CF06A8A468C75D49AA85CD2BBD8EA,data/minibar/st1.dat,P14_OVERHEAD_BAR_EXCEPTION,USER_ACCEPTED_EXCEPTION,Preserve Unity overhead bar.
sprite/minibar/st2/minibar.png,271FE73E10AA8F2D0DCEAFCF931C817E9F2CAF0F1CA9766435F898C728195435,data/minibar/st2.dat,P14_OVERHEAD_BAR_EXCEPTION,USER_ACCEPTED_EXCEPTION,Preserve Unity overhead bar.
sprite/minibar/st2/miniframe.png,9239DB2A7E53236941CF4FADA4DEF5B37D7275EF391B90E0692EB3B46DEE7DC0,data/minibar/st2.dat,P14_OVERHEAD_BAR_EXCEPTION,USER_ACCEPTED_EXCEPTION,Preserve Unity overhead bar.
sprite/minibar/stage/hearts.png,3B472749FC76BEDAE3FA99587C885B4D75D4C5F62BE81B15B0D349CF8D588936,data/minibar/stage.dat,P14_OVERHEAD_BAR_EXCEPTION,USER_ACCEPTED_EXCEPTION,Preserve Unity overhead bar.
sprite/radar/base2.png,2EC85DA3FFB58AD4A31F28AF60771D82F62B6BF509D402072C5E621EE8128363,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/clone.png,652DFB93C66A2107F82BFF9DFB49413A6F27CE1774ECCB468DC494A026066D73,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/dead.png,8B33C2C0394FE551F5FF09B1457239F145F3302B87A874ADE0982116D13A1FF5,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/heal.png,F58418345FBF46AA1DE8E010B39D033C301F2AEC6E02DD89C1194EE0D72E7219,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/hidden.png,B8B40DF7130D89D2F661CC6511ADEEB5F8521805FEA454092C063325430AB309,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/team1.png,3C765868BFDB95FA1C4C7446AF3766205BAB7C0FE26038992075520B4DAF1B79,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/team2.png,7C3EEDD3935DBDA62877CFCF2B3C0B000E9D6202B9E2AEFD45C6392C5FD8AD0C,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/team3.png,6EED3A9D838038F992AFE57CE0AB980F38AF876D27A591797040DD02BBADB867,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/team4.png,74A189CB1C20961E996732645BB51CCE5C64C0708AEB51185016512A1323D352,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/team5.png,28412285834906B4148F13D1342A06C113465D8A8906696E6A5D76F9FF3A20EC,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type0.png,1F0B20A1C109718127889842C603A6BA7B9B5558A4FB8B8FFB97CBCE6FDE44E4,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type1.png,E9122DEBA35B0D6482FD3EAB08F4E4F6D1754F0BBD6DBB3314AA1166F61CA36A,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type2.png,8BD25D47E1A5047635E27C2FDF306B85BF9104DA2C43CEC9E36553EF54C352B5,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type3.png,0C630CBA2693DEFCB8051A10294ED2BEA43DA9483DFF22C3063841A1B17B70D3,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type5.png,D4C7CDB5A89AFD3FD09A17689306A8A2AE796EC2C385834D4B704BBF73A02D53,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/radar/type6.png,9FFA5CCF71B441A8221F564FA74DA4032EC50FD418960B43DC1D1A2A26562638,data/frame/INKHUD.dat;data/frame/INKHUD2.dat,P17_NATIVE_HUD_EXCLUDED,USER_EXCLUDED,Preserve Unity battle HUD; alternate frame index and selected radar bound must not be used to authorize native HUD publication.
sprite/small/random.png,694062A18DB67C6B14A55973824FAA48AB911EB9F83F060E1B010F92F88C1417,data/mode/ntsd.dat,G08_NONBATTLE_FRONTEND,PROTECTED_NONBATTLE,Preserve Unity selection/loading flow; battle input/config mapping is separate.
sprite/UI/BATTLEMODE.png,E2CF2161C0FFA88B6E88735EDC5501FEFDEF4A5C83B35FEE318208F86848514B,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/BATTLETROOPS.png,8564C2DC5BBEEFCA68F6DC5124C835FB8A6BA0E14C3BE5EDD1D04C94915D3F3B,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/BG_FRAME.png,B0C8154741892C3CEBB6BE62D6F6FA8DD8C5569697DA56D46DD4F1B97F348964,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/BG_RANDOM.png,3D3D6E64427F6F23A21411B6E1AD943D246D954EF96DFD1A9DD2654A53042F38,data/mode/ntsd.dat;data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/BGBOX.png,54EE67B2422CE1E6BBCFF6C2602906DF33EF9224B4217FCEC0B3FC16BC279CE9,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CHARMENU.png,16234C9D22A1A7107AE14D4779B8577D232539A71A28057E9917D420ADBE501A,data/mode/ntsd.dat;data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CM1.png,062259DFFEB0432D546D9DECA22C307AF706989028750C04662AC46FDD2818F2,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CM2.png,C0964B387DAFE96ACF570533255F7AF60EFC271F589E532FBA8B6210BB997E53,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CM3.png,0B25E278127FB02B0DEDBAAA1A0CB74EB0894B8E9BB64C1FC2B7AECADB82B646,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CM4.png,6E860B5E3C8EA91825EA41AA04C7EB88D5D2F24BDF4C91A894706AC7BE6117C6,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CM5.png,8944652307280C928080283C6FC83E1A5DEF1FDF1F0421A45F63BF2445A4D85C,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CMA.png,526B6DA1E88F769ACBE1713B68D242ECDAC3EA1387E344947444411A0292AC91,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CMA2.png,526B6DA1E88F769ACBE1713B68D242ECDAC3EA1387E344947444411A0292AC91,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CMC.png,523D4A6ED57E6908F367928D186997746878BDBC2332FE8340E35CA2E567FEB8,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CMC2.png,C63C4FE0D960275BC2D4B004913E3743A7287A77C61B18C33DEC69DDBCE37CC0,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CS2.png,94EB85035799D0F15E75CAAAD4429C1AE6C712C2FA43211BC1E8791C5DCF5513,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CS3.png,E07B708560B73EE3CF608AFCE670D0E3612A37903052CC1A3DB1BBA6DABA8324,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CS4.png,2F4F1D74899E1F6C8AB76BDA9E8FF8251C88F0CF6FDEF8BBA37F16A18E44738D,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CS5.png,FE93D69FAE8BB2D1BA9728562EC429866F1AD1D8F5E39252539BB968B081A4A1,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/CS6.png,DAA19FFCC1834F3785142F51C5D0628750D36BE3F51AB58420FBA5432BFA2867,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/DEMO.png,378DBFEA7CA841C5D7D227C78FE7DB7AD91AF53CF449D64A96D33C0725A3D699,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/ENDING.png,94514BAD5B35F5094C83B4B8751BA444E862A546B83E86E2AA62503F4D6C1547,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/extra/BG1o1.png,1497937F9E44D77E9BAD023AD9E6078163862730114E7507A700156EE88C7ABA,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/BG2o2.png,EAB9F5E8B7D2BF9D8C054348D12AFABB2AD7238CAB851AA9EF54198DC5CFBDEF,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/branch.png,2A5F95E0914DF0B84ECE474D213DE09D7CE52F6AA4140C498BFC841602FD7E88,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/branch2.png,B10B434169ADFC9BDE1959E1D5E7321CA018861CC9F7B64CBCCE6D874D2EDC68,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/human.png,87FC3B2C6C0FEE16024444213617ABEB1625D6D611CEFCB0EADFFBAB66297FD9,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/player.png,EDB990C5175CCECC3CAA922E0CC7BE6E88B368C751520A4EB556E471F1A62E0A,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/extra/recording_background.png,AB412997F6E5F03FE0455D821E3C25323568A559749C497C5B9143D85D603685,data/resource.dat,G08_EXTRA_DECLARATION_ONLY,NO_SELECTED_PLAYABLE_READER_PROVEN,Resource DAT <frame> declares this path; no paired playable production read found; retain as unresolved frontend owner.
sprite/UI/information.png,4513B869B37ABC1CB28D5874CF440A646BE0BFB11FE882286AA1414FB9AF1B14,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/LF2_CURSOR.png,9E819C8D1EA55CD879578BC5BBD52284C3FA9988A6BCB09ECED83CBEF882EFBD,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/LOSE_ALIVE.png,72B046314B562DF2B78D1C8230F438D8689EA5E801849685821B5DBD85A462A2,data/resource.dat,P19_RESULT_PRESENTATION_EXCLUDED,USER_EXCLUDED,Preserve Unity result presentation; verify battle result logic separately.
sprite/UI/LOSE_DEAD.png,0706B9CC5947C5FA07DD3CB04FD1816996EAF2C1512ADCE23DB4DBB869BB7BA1,data/resource.dat,P19_RESULT_PRESENTATION_EXCLUDED,USER_EXCLUDED,Preserve Unity result presentation; verify battle result logic separately.
sprite/UI/menu1/base.png,11291319739AFDCB95F6F5B73D95796A722A0A05711EA0338195769A1ECDDEE7,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu1/m1.png,1FFF58B4CFCBC3EC2EBDE726FF67CD02E4D1A7E4173B9169D8FA9ABE7B1570C1,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu1/m2.png,911E755ADEB3A3F276896D7C61083E1CC489FE298F9CC9DAFFA457372EEACC9E,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu1/m3.png,30F613E71A10BA3B2AEBC2CDDF81AF56643986C58415690790C31459145223BA,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu1/m4.png,3BDDA33B8B93EAE4453AD0D0F2C582A4962A0B8604642386F2A53B184A321FFE,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu1/m5.png,4BEA5751A679735157947CA61CF17AE33D998618A86F5937D1BA3B36C7DBCBF0,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m1.png,FC809C93E463066047D6BDDFC5352C3E9197940057CD3E77F62A271113DCCBAD,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m2.png,6A51D6F7D98631F74028D4C0A14F44E0483580DEC62EC7FB124AD4FA1E1051D4,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m3.png,78D91AE3C41EAE3A2173ED0B1B497F70BAE2E02D3955256A53E683FC9F0C39D3,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m4.png,8FAF095A158BC546A18AA04AFE6DD6582D0ECFEA8CC283A0BF687706B93DA4B3,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m5.png,3F08CCE9CD1355919C1215C83B73E1D4A63A34877D61696CA18C784AD5CBD351,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m6.png,11CA6C0247BA4FB56559E913A95069B372BD794D4F32400628EAFBA31613DEE5,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m7.png,11E8C2E19D3AAA198034F81D78AD3E9FE5955A7905E07E94D0D0C56C5D3383F5,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu2/m8.png,170E71B8F120700387959CA416FC854C0AB355604C00131F0D9C44D109AA1FA5,data/menu.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/MENU_CLIP.png,C43BCAD0AA06F7586ADE9D28D4C8E0F5EB2DA80C65F271604C5CCDFBB8DDBF5E,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/MENU_CLIP2.png,887CDF6B21D6E48CBE3F3BD7D4C02CE73C91CEB1481E4B8FED07AAC532452A32,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_clip2b.png,957EFDC59190A86BA4863DF57D2F3B523EE88CF10163F3B1D4337B68B6A70565,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/MENU_CLIP3.png,45964A54B58C3C29E0128ED74B945B9B31D0B938079A7F87329BFBD5829E832B,data/resource.dat,G08_P19_SHARED_MENU_STORY_RESULT,USER_EXCLUDED_PRESENTATION,Native story result uses resource index 3; preserve Unity menu/result presentation and verify logic separately.
sprite/UI/MENU_CLIP4.png,6555290053BFE67EDA0EAD5968E83C9F5DABDE9E7F9B059E3ADC95CC310B3025,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/MENU_CLIP5.png,CA6EE1E94A4E93FF1C9535ED5795C219240F61D1328755F63D1D0C23DA138895,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/MENU_CLIP6.png,60ED17A3A2876D4C2B5DB5D811E49F64760BBA0D7FEB58AAFC1BA980147C5AE1,data/resource.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/base.png,AE866EE713B872B271FBF66963E2587851FD00AD482EB22BBBB380E8035EE384,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/base2.png,B28A7BB246D3ECEAB82CFE863B6B0068AFE8D2775DAAD1EE4CDC08F37871CE2B,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/base2b.png,87F64708F082B6B3B913B130A91C8CF09900A7A0119974ECEB5C9AC8A43EA18C,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m1.png,DCC9EBD180489D631C322B33679767DB5B27025032143FE4236297E04BFCE714,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m2.png,809A25F87F4B799F6C2037F89DC23BCC27C8720E3772281929E46B0EF7E846EC,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m3.png,E2C09ECA52BA4DA585EBEB779DCC8A58D01648488D1517E1EC540E0139DCA9EB,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m3b.png,655E2985B2C6CE90456B19FA86008CD8485B81A122CD532233261A83B9C1A8FA,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m4.png,B81181CEB528AD6D0B1364A479B5B4AD3FC1CA372AB6749B6BA3D44E91134239,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m4b.png,A38631D1394AF8133769667F68F0859E91940761D105CBB6233994368D985F13,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m5.png,97CF45624AEA7AC1C293220483869A5AB42367B5D6943DD4636EE4D276DFD13E,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
sprite/UI/menu_small/m6.png,E670949E8BAF666CC47A90C3951B6FCF4A6782480F18F5D44741C86A1FA78719,data/mode/ntsd.dat,G08_P19_FRONTEND_PRESENTATION,PROTECTED_MENU_OR_RESULT,Do not copy solely from resource declaration; preserve Unity menu/result appearance.
