type	hp	bound	base	mp	regenHp	regenDhp	stats	chp	weak	maxDouble	hpDouble	mode	phase	valid	pending	expectedHp	expectedBound	expectedMp
0	100	200	500	100	-2	2	1	2	0	0	0	-1	0	1	0	102	202	100
0	100	200	500	100	-2	2	1	2	0	0	0	0	0	1	0	102	202	100
0	100	200	500	100	-2	2	1	2	0	0	0	1	0	1	0	102	202	100
0	100	200	500	100	-2	2	1	2	0	0	0	2	0	1	0	102	202	100
0	100	200	500	100	-2	2	1	3	0	0	0	-1	0	1	0	103	203	100
0	100	200	500	100	-2	2	1	3	0	0	0	0	0	1	0	103	203	100
0	100	200	500	100	-2	2	1	3	0	0	0	1	0	1	0	103	203	100
0	100	200	500	100	-2	2	1	3	0	0	0	2	0	1	0	103	203	100
0	100	200	500	100	-2	2	1	7	0	0	0	-1	0	1	0	107	204	100
0	100	200	500	100	-2	2	1	7	0	0	0	0	0	1	0	107	204	100
0	100	200	500	100	-2	2	1	7	0	0	0	1	0	1	0	107	204	100
0	100	200	500	100	-2	2	1	7	0	0	0	2	0	1	0	107	204	100
0	100	200	500	100	-2	5	1	-7	0	0	0	-1	0	1	0	93	203	100
0	100	200	500	100	-2	5	1	-7	0	0	0	0	0	1	0	93	203	100
0	100	200	500	100	-2	5	1	-7	0	0	0	1	0	1	0	93	203	100
0	100	200	500	100	-2	5	1	-7	0	0	0	2	0	1	0	93	203	100
0	100	200	500	100	-2	5	1	-3	0	0	0	-1	0	1	0	97	204	100
0	100	200	500	100	-2	5	1	-3	0	0	0	0	0	1	0	97	204	100
0	100	200	500	100	-2	5	1	-3	0	0	0	1	0	1	0	97	204	100
0	100	200	500	100	-2	5	1	-3	0	0	0	2	0	1	0	97	204	100
0	100	200	500	100	-2	5	1	-2	0	0	0	-1	0	1	0	98	205	100
0	100	200	500	100	-2	5	1	-2	0	0	0	0	0	1	0	98	205	100
0	100	200	500	100	-2	5	1	-2	0	0	0	1	0	1	0	98	205	100
0	100	200	500	100	-2	5	1	-2	0	0	0	2	0	1	0	98	205	100
0	100	200	500	100	-2	5	1	-1	0	0	0	-1	0	1	0	99	205	100
0	100	200	500	100	-2	5	1	-1	0	0	0	0	0	1	0	99	205	100
0	100	200	500	100	-2	5	1	-1	0	0	0	1	0	1	0	99	205	100
0	100	200	500	100	-2	5	1	-1	0	0	0	2	0	1	0	99	205	100
0	100	200	500	100	-2	5	1	0	0	0	0	-1	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	0	0	0	0	0	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	0	0	0	0	1	0	1	0	100	205	100
0	100	200	500	100	-2	5	1	0	0	0	0	2	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	1	0	0	0	-1	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	1	0	0	0	0	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	1	0	0	0	1	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	1	0	0	0	2	0	1	0	101	205	100
0	100	200	500	100	-2	5	1	2	0	0	0	-1	0	1	0	102	205	100
0	100	200	500	100	-2	5	1	2	0	0	0	0	0	1	0	102	205	100
0	100	200	500	100	-2	5	1	2	0	0	0	1	0	1	0	102	205	100
0	100	200	500	100	-2	5	1	2	0	0	0	2	0	1	0	102	205	100
0	100	200	500	100	-2	5	1	3	0	0	0	-1	0	1	0	103	206	100
0	100	200	500	100	-2	5	1	3	0	0	0	0	0	1	0	103	206	100
0	100	200	500	100	-2	5	1	3	0	0	0	1	0	1	0	103	206	100
0	100	200	500	100	-2	5	1	3	0	0	0	2	0	1	0	103	206	100
0	100	200	500	100	-2	5	1	7	0	0	0	-1	0	1	0	107	207	100
0	100	200	500	100	-2	5	1	7	0	0	0	0	0	1	0	107	207	100
0	100	200	500	100	-2	5	1	7	0	0	0	1	0	1	0	107	207	100
0	100	200	500	100	-2	5	1	7	0	0	0	2	0	1	0	107	207	100
0	100	200	500	100	-2	6	1	-7	0	0	0	-1	0	1	0	93	198	100
0	100	200	500	100	-2	6	1	-7	0	0	0	0	0	1	0	93	198	100
0	100	200	500	100	-2	6	1	-7	0	0	0	1	0	1	0	93	198	100
0	100	200	500	100	-2	6	1	-7	0	0	0	2	0	1	0	93	198	100
0	100	200	500	100	-2	6	1	-3	0	0	0	-1	0	1	0	97	199	100
0	100	200	500	100	-2	6	1	-3	0	0	0	0	0	1	0	97	199	100
0	100	200	500	100	-2	6	1	-3	0	0	0	1	0	1	0	97	199	100
0	100	200	500	100	-2	6	1	-3	0	0	0	2	0	1	0	97	199	100
0	100	200	500	100	-2	6	1	-2	0	0	0	-1	0	1	0	98	200	100
0	100	200	500	100	-2	6	1	-2	0	0	0	0	0	1	0	98	200	100
0	100	200	500	100	-2	6	1	-2	0	0	0	1	0	1	0	98	200	100
0	100	200	500	100	-2	6	1	-2	0	0	0	2	0	1	0	98	200	100
0	100	200	500	100	-2	6	1	-1	0	0	0	-1	0	1	0	99	200	100
0	100	200	500	100	-2	6	1	-1	0	0	0	0	0	1	0	99	200	100
0	100	200	500	100	-2	6	1	-1	0	0	0	1	0	1	0	99	200	100
0	100	200	500	100	-2	6	1	-1	0	0	0	2	0	1	0	99	200	100
0	100	200	500	100	-2	6	1	0	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	0	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	0	0	0	0	1	0	1	0	100	200	100
0	100	200	500	100	-2	6	1	0	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	1	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	1	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	1	0	0	0	1	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	1	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-2	6	1	2	0	0	0	-1	0	1	0	102	200	100
0	100	200	500	100	-2	6	1	2	0	0	0	0	0	1	0	102	200	100
0	100	200	500	100	-2	6	1	2	0	0	0	1	0	1	0	102	200	100
0	100	200	500	100	-2	6	1	2	0	0	0	2	0	1	0	102	200	100
0	100	200	500	100	-2	6	1	3	0	0	0	-1	0	1	0	103	201	100
0	100	200	500	100	-2	6	1	3	0	0	0	0	0	1	0	103	201	100
0	100	200	500	100	-2	6	1	3	0	0	0	1	0	1	0	103	201	100
0	100	200	500	100	-2	6	1	3	0	0	0	2	0	1	0	103	201	100
0	100	200	500	100	-2	6	1	7	0	0	0	-1	0	1	0	107	202	100
0	100	200	500	100	-2	6	1	7	0	0	0	0	0	1	0	107	202	100
0	100	200	500	100	-2	6	1	7	0	0	0	1	0	1	0	107	202	100
0	100	200	500	100	-2	6	1	7	0	0	0	2	0	1	0	107	202	100
0	100	200	500	100	-2	99	1	-7	0	0	0	-1	0	1	0	93	198	100
0	100	200	500	100	-2	99	1	-7	0	0	0	0	0	1	0	93	198	100
0	100	200	500	100	-2	99	1	-7	0	0	0	1	0	1	0	93	198	100
0	100	200	500	100	-2	99	1	-7	0	0	0	2	0	1	0	93	198	100
0	100	200	500	100	-2	99	1	-3	0	0	0	-1	0	1	0	97	199	100
0	100	200	500	100	-2	99	1	-3	0	0	0	0	0	1	0	97	199	100
0	100	200	500	100	-2	99	1	-3	0	0	0	1	0	1	0	97	199	100
0	100	200	500	100	-2	99	1	-3	0	0	0	2	0	1	0	97	199	100
0	100	200	500	100	-2	99	1	-2	0	0	0	-1	0	1	0	98	200	100
0	100	200	500	100	-2	99	1	-2	0	0	0	0	0	1	0	98	200	100
0	100	200	500	100	-2	99	1	-2	0	0	0	1	0	1	0	98	200	100
0	100	200	500	100	-2	99	1	-2	0	0	0	2	0	1	0	98	200	100
0	100	200	500	100	-2	99	1	-1	0	0	0	-1	0	1	0	99	200	100
0	100	200	500	100	-2	99	1	-1	0	0	0	0	0	1	0	99	200	100
0	100	200	500	100	-2	99	1	-1	0	0	0	1	0	1	0	99	200	100
0	100	200	500	100	-2	99	1	-1	0	0	0	2	0	1	0	99	200	100
0	100	200	500	100	-2	99	1	0	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	0	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	0	0	0	0	1	0	1	0	100	200	100
0	100	200	500	100	-2	99	1	0	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	1	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	1	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	1	0	0	0	1	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	1	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-2	99	1	2	0	0	0	-1	0	1	0	102	200	100
0	100	200	500	100	-2	99	1	2	0	0	0	0	0	1	0	102	200	100
0	100	200	500	100	-2	99	1	2	0	0	0	1	0	1	0	102	200	100
0	100	200	500	100	-2	99	1	2	0	0	0	2	0	1	0	102	200	100
0	100	200	500	100	-2	99	1	3	0	0	0	-1	0	1	0	103	201	100
0	100	200	500	100	-2	99	1	3	0	0	0	0	0	1	0	103	201	100
0	100	200	500	100	-2	99	1	3	0	0	0	1	0	1	0	103	201	100
0	100	200	500	100	-2	99	1	3	0	0	0	2	0	1	0	103	201	100
0	100	200	500	100	-2	99	1	7	0	0	0	-1	0	1	0	107	202	100
0	100	200	500	100	-2	99	1	7	0	0	0	0	0	1	0	107	202	100
0	100	200	500	100	-2	99	1	7	0	0	0	1	0	1	0	107	202	100
0	100	200	500	100	-2	99	1	7	0	0	0	2	0	1	0	107	202	100
0	100	200	500	100	-1	-1	1	-7	0	0	0	-1	0	1	0	93	198	100
0	100	200	500	100	-1	-1	1	-7	0	0	0	0	0	1	0	93	198	100
0	100	200	500	100	-1	-1	1	-7	0	0	0	1	0	1	0	93	198	100
0	100	200	500	100	-1	-1	1	-7	0	0	0	2	0	1	0	93	198	100
0	100	200	500	100	-1	-1	1	-3	0	0	0	-1	0	1	0	97	199	100
0	100	200	500	100	-1	-1	1	-3	0	0	0	0	0	1	0	97	199	100
0	100	200	500	100	-1	-1	1	-3	0	0	0	1	0	1	0	97	199	100
0	100	200	500	100	-1	-1	1	-3	0	0	0	2	0	1	0	97	199	100
0	100	200	500	100	-1	-1	1	-2	0	0	0	-1	0	1	0	98	200	100
0	100	200	500	100	-1	-1	1	-2	0	0	0	0	0	1	0	98	200	100
0	100	200	500	100	-1	-1	1	-2	0	0	0	1	0	1	0	98	200	100
0	100	200	500	100	-1	-1	1	-2	0	0	0	2	0	1	0	98	200	100
0	100	200	500	100	-1	-1	1	-1	0	0	0	-1	0	1	0	99	200	100
0	100	200	500	100	-1	-1	1	-1	0	0	0	0	0	1	0	99	200	100
0	100	200	500	100	-1	-1	1	-1	0	0	0	1	0	1	0	99	200	100
0	100	200	500	100	-1	-1	1	-1	0	0	0	2	0	1	0	99	200	100
0	100	200	500	100	-1	-1	1	0	0	0	0	-1	0	1	0	100	200	100
0	100	200	500	100	-1	-1	1	0	0	0	0	0	0	1	0	100	200	100
0	100	200	500	100	-1	-1	1	0	0	0	0	1	0	1	0	100	200	100
0	100	200	500	100	-1	-1	1	0	0	0	0	2	0	1	0	100	200	100
0	100	200	500	100	-1	-1	1	1	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-1	-1	1	1	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-1	-1	1	1	0	0	0	1	0	1	0	101	200	100
0	100	200	500	100	-1	-1	1	1	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-1	-1	1	2	0	0	0	-1	0	1	0	102	200	100
0	100	200	500	100	-1	-1	1	2	0	0	0	0	0	1	0	102	200	100
0	100	200	500	100	-1	-1	1	2	0	0	0	1	0	1	0	102	200	100
0	100	200	500	100	-1	-1	1	2	0	0	0	2	0	1	0	102	200	100
0	100	200	500	100	-1	-1	1	3	0	0	0	-1	0	1	0	103	201	100
0	100	200	500	100	-1	-1	1	3	0	0	0	0	0	1	0	103	201	100
0	100	200	500	100	-1	-1	1	3	0	0	0	1	0	1	0	103	201	100
0	100	200	500	100	-1	-1	1	3	0	0	0	2	0	1	0	103	201	100
0	100	200	500	100	-1	-1	1	7	0	0	0	-1	0	1	0	107	202	100
0	100	200	500	100	-1	-1	1	7	0	0	0	0	0	1	0	107	202	100
0	100	200	500	100	-1	-1	1	7	0	0	0	1	0	1	0	107	202	100
0	100	200	500	100	-1	-1	1	7	0	0	0	2	0	1	0	107	202	100
0	100	200	500	100	-1	0	1	-7	0	0	0	-1	0	1	0	93	198	100
0	100	200	500	100	-1	0	1	-7	0	0	0	0	0	1	0	93	198	100
0	100	200	500	100	-1	0	1	-7	0	0	0	1	0	1	0	93	198	100
0	100	200	500	100	-1	0	1	-7	0	0	0	2	0	1	0	93	198	100
0	100	200	500	100	-1	0	1	-3	0	0	0	-1	0	1	0	97	199	100
0	100	200	500	100	-1	0	1	-3	0	0	0	0	0	1	0	97	199	100
0	100	200	500	100	-1	0	1	-3	0	0	0	1	0	1	0	97	199	100
0	100	200	500	100	-1	0	1	-3	0	0	0	2	0	1	0	97	199	100
0	100	200	500	100	-1	0	1	-2	0	0	0	-1	0	1	0	98	200	100
0	100	200	500	100	-1	0	1	-2	0	0	0	0	0	1	0	98	200	100
0	100	200	500	100	-1	0	1	-2	0	0	0	1	0	1	0	98	200	100
0	100	200	500	100	-1	0	1	-2	0	0	0	2	0	1	0	98	200	100
0	100	200	500	100	-1	0	1	-1	0	0	0	-1	0	1	0	99	200	100
0	100	200	500	100	-1	0	1	-1	0	0	0	0	0	1	0	99	200	100
0	100	200	500	100	-1	0	1	-1	0	0	0	1	0	1	0	99	200	100
0	100	200	500	100	-1	0	1	-1	0	0	0	2	0	1	0	99	200	100
0	100	200	500	100	-1	0	1	0	0	0	0	-1	0	1	0	100	200	100
0	100	200	500	100	-1	0	1	0	0	0	0	0	0	1	0	100	200	100
0	100	200	500	100	-1	0	1	0	0	0	0	1	0	1	0	100	200	100
0	100	200	500	100	-1	0	1	0	0	0	0	2	0	1	0	100	200	100
0	100	200	500	100	-1	0	1	1	0	0	0	-1	0	1	0	101	200	100
0	100	200	500	100	-1	0	1	1	0	0	0	0	0	1	0	101	200	100
0	100	200	500	100	-1	0	1	1	0	0	0	1	0	1	0	101	200	100
0	100	200	500	100	-1	0	1	1	0	0	0	2	0	1	0	101	200	100
0	100	200	500	100	-1	0	1	2	0	0	0	-1	0	1	0	102	200	100
0	100	200	500	100	-1	0	1	2	0	0	0	0	0	1	0	102	200	100
0	100	200	500	100	-1	0	1	2	0	0	0	1	0	1	0	102	200	100
0	100	200	500	100	-1	0	1	2	0	0	0	2	0	1	0	102	200	100
0	100	200	500	100	-1	0	1	3	0	0	0	-1	0	1	0	103	201	100
0	100	200	500	100	-1	0	1	3	0	0	0	0	0	1	0	103	201	100
0	100	200	500	100	-1	0	1	3	0	0	0	1	0	1	0	103	201	100
0	100	200	500	100	-1	0	1	3	0	0	0	2	0	1	0	103	201	100
0	100	200	500	100	-1	0	1	7	0	0	0	-1	0	1	0	107	202	100
0	100	200	500	100	-1	0	1	7	0	0	0	0	0	1	0	107	202	100
0	100	200	500	100	-1	0	1	7	0	0	0	1	0	1	0	107	202	100
0	100	200	500	100	-1	0	1	7	0	0	0	2	0	1	0	107	202	100
0	100	200	500	100	-1	1	1	-7	0	0	0	-1	0	1	0	93	199	100
0	100	200	500	100	-1	1	1	-7	0	0	0	0	0	1	0	93	199	100
0	100	200	500	100	-1	1	1	-7	0	0	0	1	0	1	0	93	199	100
0	100	200	500	100	-1	1	1	-7	0	0	0	2	0	1	0	93	199	100
0	100	200	500	100	-1	1	1	-3	0	0	0	-1	0	1	0	97	200	100
0	100	200	500	100	-1	1	1	-3	0	0	0	0	0	1	0	97	200	100
0	100	200	500	100	-1	1	1	-3	0	0	0	1	0	1	0	97	200	100
0	100	200	500	100	-1	1	1	-3	0	0	0	2	0	1	0	97	200	100
0	100	200	500	100	-1	1	1	-2	0	0	0	-1	0	1	0	98	201	100
0	100	200	500	100	-1	1	1	-2	0	0	0	0	0	1	0	98	201	100
0	100	200	500	100	-1	1	1	-2	0	0	0	1	0	1	0	98	201	100
0	100	200	500	100	-1	1	1	-2	0	0	0	2	0	1	0	98	201	100
0	100	200	500	100	-1	1	1	-1	0	0	0	-1	0	1	0	99	201	100
0	100	200	500	100	-1	1	1	-1	0	0	0	0	0	1	0	99	201	100
0	100	200	500	100	-1	1	1	-1	0	0	0	1	0	1	0	99	201	100
0	100	200	500	100	-1	1	1	-1	0	0	0	2	0	1	0	99	201	100
0	100	200	500	100	-1	1	1	0	0	0	0	-1	0	1	0	100	201	100
0	100	200	500	100	-1	1	1	0	0	0	0	0	0	1	0	100	201	100
0	100	200	500	100	-1	1	1	0	0	0	0	1	0	1	0	100	201	100
0	100	200	500	100	-1	1	1	0	0	0	0	2	0	1	0	100	201	100
0	100	200	500	100	-1	1	1	1	0	0	0	-1	0	1	0	101	201	100
0	100	200	500	100	-1	1	1	1	0	0	0	0	0	1	0	101	201	100
