path,bytes,hash,format,width,height
decoded_dat/c/kaku/maskfir.dat,71363,52B9EBA48925E5904DE97D20BB871360D79336D690B4FC3FEB013D5EEB1220E9,,,
decoded_dat/c/kaku/maskthu.dat,71412,E297E0FD4C21A55B8D62408131022A972608BC3272832479099AE4EDE4EA4EDD,,,
decoded_dat/c/kaku/maskwat.dat,72260,9047308B307A09ED8B6E12D78EC6EFCADC7D6BDBCECE805469A5F2894CC5B43D,,,
decoded_dat/c/kan/a/kar.dat,55614,83F26DCFAEF23398765EA95DE393E1474701183D733FEAF0AAFAC6959C25E41B,,,
decoded_dat/c/kan/a/kar2.dat,8186,A01CA9553F04B74C807ECFD09296A86C8C36B0115A595574DC9B893D5609B13A,,,
decoded_dat/c/kan/a/san.dat,9178,43C4E6F424E9D089F9DCC84BA31905DE5CE3E7EFFE08DD51D551743C5C04E176,,,
decoded_dat/c/kan/kan.dat,100296,66796DD3BC874C5D7F368D14FF59C5BA0F2674BB7927B193F27AF27145B880E2,,,
decoded_dat/c/kan/kan2.dat,86827,E50A594690F2980C55306B565B466C2C35C4CEC4C5AA4E302DE0C3062B03ED26,,,
decoded_dat/c/kar/a/cha.dat,16836,9EA4FE77CC2E295D91B5680372B1B0B705D19287B8EC6A45C52C5319F7A2363F,,,
decoded_dat/c/kar/a/jug.dat,19606,9D2B25CD06009724FE104810BB6A42E9CBBEB080DC70D4537507207EF6C86910,,,
decoded_dat/c/kar/a/sas.dat,24218,7B95CE19C1B34870445E576EC49002C6AD256C11D5884631100F39C7A9845196,,,
decoded_dat/c/kar/a/sui.dat,15760,D2817D0967D9C41C87407D5101072468442E7AB5AC0FCE2955428AEDD14219ED,,,
decoded_dat/c/kar/kar.dat,132801,987696ABE0D2E562C56DC0265E999B7D37443B55324310A7A5D47D15AEAC66FF,,,
decoded_dat/c/kib/a/aka.dat,23405,16A07B0E84B1CDB7C527FC276164A780B6C298F8EB97FFDD03CE0ADED16E1E31,,,
decoded_dat/c/kib/kib.dat,106277,DDF02DA447785F998D657C6C50F02F98C8E47BC19F451CBED4017E9ECE1117FE,,,
decoded_dat/c/kid/a/atk.dat,7157,38C83A1E8CE5463DC49642DB978D57E13992A37719218515E6C02A8EB176E5C1,,,
decoded_dat/c/kid/a/kyo.dat,17691,09115AD45ED83868E47F28806EAF893349EF1A5D350D2D0E61A9116FDCFCBFD4,,,
decoded_dat/c/kid/a/spi.dat,16815,5CB66469F3462A15C8D1CBF4512727C55A5885A9F4356EC4BCE6C8B8A10F7276,,,
decoded_dat/c/kid/kid.dat,87569,19DFAFA7255CEE8D2F281D1AA08EF66A5339E9467699C67C7EB4430C5567CD4D,,,
decoded_dat/c/kid/kid1.dat,81423,A7566950548B4E3D00378192B1E18D3C682A665E68366770DC2E8276B1D6E072,,,
decoded_dat/c/kim/a/bon.dat,9116,9FFDFC1192AEA975D7255848A5F685A6A020584A26E176C94595EEA07CDD4E7E,,,
decoded_dat/c/kim/kim.dat,93436,5C40F5B614BEF735DDB6E8EB1856F2ECFB20A700CDA5D65770BB139611B7B64B,,,
decoded_dat/c/kim/kim1.dat,85566,108D8932F22C8539EDD213FFC288338726164BE0678FA6FB64732D890A56185E,,,
decoded_dat/c/kis/a/wat.dat,29600,83567008B156672FC1788CCDE48D0357C1C84ED134CD144CDB84242E9ABCC823,,,
decoded_dat/c/kis/kcl.dat,48492,1ADAABE78E22B3935BCA57D54D65E84B224B3708C87FBBFDD4A8B1105204539F,,,
decoded_dat/c/kis/kis.dat,100379,42365D2812B3E91C10598DDBD003FA53AAB9E38364A2335D6403540F19A9B6B4,,,
decoded_dat/c/kis/nck.dat,94923,BD9034F7E2ABD376EB44AC4ED913B7A2E440C01D49F6A5A54FCBA9C1788032A5,,,
decoded_dat/c/kis/sam.dat,52257,A6412B3472BDFFBEDB690E026A6C654E976357FCC1AF9D358D20B2A437EA9B5B,,,
decoded_dat/c/kon/a/pap.dat,23650,F1EEE85B50DBB643AAAB9BA01FB19CA6CD530830E34A646CACB46027C43D9953,,,
decoded_dat/c/kon/ang.dat,72454,CD5380DD4934FB51BE095841BADF7C218181D2D3547414C65DAF4409938E9F29,,,
decoded_dat/c/kon/kon.dat,96400,E301CB7C0951CA1AD110FCD1A2998D7C08D4D44CC2F1E2B7FC389C031171C058,,,
decoded_dat/c/lee/a/lee.dat,5990,4653F79315FB88EE09107C9108F5BB681C76DF1399023771D24109E146B0AA6D,,,
decoded_dat/c/lee/lee.dat,151405,775079F67116E0EA490DD57FC6FB226E1813C6D645807E4D49273639929C99BE,,,
decoded_dat/c/min/a/fla.dat,3910,7D30FD27B3179EDAA4FA6D3CC9CA1910575594EABFF554AF327FDB93FB1435BA,,,
