side,sourceDat,layer,token,resolved,resolution,hash,domain,migrationAuthorized
native,c/bee/bee.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/bee/bee.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/bee/bee.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/chi/chi.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/chi/chi.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/chi/chi.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/chi/chi.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/dan.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/dan.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/dan.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/dan.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/danr.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/danr.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/danr.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dan/danr.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/dei.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/dei.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/dei.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/dei.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/ncd.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/ncd.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/ncd.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/dei/ncd.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/gaa/gaa.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/gaa/gaa.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/gaa/gaa.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/gaa/gaa.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hak/hak.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hak/hak.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hak/hak.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hak/hak.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/han.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/han.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/han.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/han.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/smo.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/smo.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/smo.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/han/smo.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/has.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/has.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/has.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/has.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/sag.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/sag.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/sag.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/has/sag.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hay/hay.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hay/hay.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hay/hay.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hay/hay.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/hid.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/hid.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/hid.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/hid.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/rea.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/rea.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/rea.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hid/rea.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hin/hin.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hin/hin.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hin/hin.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hin/hin.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hir/hir.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hir/hir.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hir/hir.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/hir/hir.dat,3,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/ita/ita.dat,0,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/ita/ita.dat,1,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
native,c/ita/ita.dat,2,c\0\M.png,J:\QQFile\NTSD2.8.3.3 zip\NTSD2.8.3.3\NTSD 2.8-Logan\resources\runtime\vfs\c\0\M.png,EXACT,3DF00A8D69C0F8654F820085D946932C8DE256978C9ECB6B34B1DA3E0572E6D8,NON_BATTLE_MENU_SELECTION_OWNER_REVIEW,False
