file	type	index	line	key	value_hex
decoded_dat/c/dei/bir.dat	document	1	0		
decoded_dat/c/dei/dei.dat	document	1	0		
decoded_dat/c/dei/ncb.dat	document	1	0		
decoded_dat/c/dei/ncd.dat	document	1	0		
decoded_dat/c/dei/zom.dat	document	1	0		
decoded_dat/c/dei/zom2.dat	document	1	0		
decoded_dat/c/gaa/a/san.dat	document	1	0		
decoded_dat/c/gaa/a/ult.dat	document	1	0		
decoded_dat/c/gaa/gaa.dat	document	1	0		
decoded_dat/c/gur/a/cag.dat	document	1	0		
decoded_dat/c/gur/fakefan.dat	document	1	0		
decoded_dat/c/gur/gur.dat	document	1	0		
decoded_dat/c/guy/a/bal.dat	document	1	0		
decoded_dat/c/guy/gei.dat	document	1	0		
decoded_dat/c/guy/gsi.dat	document	1	0		
decoded_dat/c/guy/guy.dat	document	1	0		
decoded_dat/c/hak/a/mir.dat	document	1	0		
decoded_dat/c/hak/hak.dat	document	1	0		
decoded_dat/c/han/a/ste.dat	document	1	0		
decoded_dat/c/han/han.dat	document	1	0		
decoded_dat/c/han/smo.dat	document	1	0		
decoded_dat/c/has/a/atk.dat	document	1	0		
decoded_dat/c/has/has.dat	document	1	0		
decoded_dat/c/has/hcl.dat	document	1	0		
decoded_dat/c/has/sag.dat	document	1	0		
decoded_dat/c/hay/a/blo.dat	document	1	0		
decoded_dat/c/hay/a/sla.dat	document	1	0		
decoded_dat/c/hay/clo1.dat	document	1	0		
decoded_dat/c/hay/clo2.dat	document	1	0		
decoded_dat/c/hay/hay.dat	document	1	0		
decoded_dat/c/hay/hayS.dat	document	1	0		
decoded_dat/c/hid/a/rea.dat	document	1	0		
decoded_dat/c/hid/a/rea2.dat	document	1	0		
decoded_dat/c/hid/a/scy.dat	document	1	0		
decoded_dat/c/hid/hid.dat	document	1	0		
decoded_dat/c/hid/rea.dat	document	1	0		
decoded_dat/c/hin/a/are.dat	document	1	0		
decoded_dat/c/hin/a/hincha.dat	document	1	4		
decoded_dat/c/hin/a/hincha.dat	row	1	11		6e6f726d616c
decoded_dat/c/hin/a/hincha.dat	field	1	12	dvx	32
decoded_dat/c/hin/a/hincha.dat	field	1	12	fall	3430
decoded_dat/c/hin/a/hincha.dat	field	1	12	vrest	3130
decoded_dat/c/hin/a/hincha.dat	field	1	12	bdefend	3136
decoded_dat/c/hin/a/hincha.dat	field	1	12	injury	3435
decoded_dat/c/hin/a/hincha.dat	field	1	12	effect	30
decoded_dat/c/hin/a/hincha.dat	row	2	13		6a756d70
decoded_dat/c/hin/a/hincha.dat	field	2	14	dvx	37
decoded_dat/c/hin/a/hincha.dat	field	2	14	fall	3730
decoded_dat/c/hin/a/hincha.dat	field	2	14	vrest	3130
decoded_dat/c/hin/a/hincha.dat	field	2	14	bdefend	3136
decoded_dat/c/hin/a/hincha.dat	field	2	14	injury	3435
decoded_dat/c/hin/a/hincha.dat	field	2	14	effect	30
decoded_dat/c/hin/a/hincha.dat	row	3	15		72756e
decoded_dat/c/hin/a/hincha.dat	field	3	16	dvx	3130
decoded_dat/c/hin/a/hincha.dat	field	3	16	fall	3730
decoded_dat/c/hin/a/hincha.dat	field	3	16	vrest	3130
decoded_dat/c/hin/a/hincha.dat	field	3	16	bdefend	3136
decoded_dat/c/hin/a/hincha.dat	field	3	16	injury	3535
decoded_dat/c/hin/a/hincha.dat	field	3	16	effect	30
decoded_dat/c/hin/a/hincha.dat	row	4	17		64617368
decoded_dat/c/hin/a/hincha.dat	field	4	18	dvx	3132
decoded_dat/c/hin/a/hincha.dat	field	4	18	fall	3730
decoded_dat/c/hin/a/hincha.dat	field	4	18	vrest	3230
decoded_dat/c/hin/a/hincha.dat	field	4	18	bdefend	3630
decoded_dat/c/hin/a/hincha.dat	field	4	18	injury	3535
decoded_dat/c/hin/a/hincha.dat	field	4	18	effect	30
decoded_dat/c/hin/a/wind.dat	document	1	0		
decoded_dat/c/hin/hin.dat	document	1	0		
decoded_dat/c/hir/a/atk.dat	document	1	0		
decoded_dat/c/hir/hcl.dat	document	1	0		
decoded_dat/c/hir/hir.dat	document	1	0		
decoded_dat/c/ita/a/cro.dat	document	1	0		
decoded_dat/c/ita/a/cro2.dat	document	1	0		
decoded_dat/c/ita/ita.dat	document	1	0		
decoded_dat/c/jira/a/mag.dat	document	1	0		
decoded_dat/c/jira/a/ras.dat	document	1	0		
decoded_dat/c/jira/a/toad.dat	document	1	0		
decoded_dat/c/jira/jira.dat	document	1	0		
decoded_dat/c/jira/pre.dat	document	1	0		
decoded_dat/c/jira/sag.dat	document	1	0		
decoded_dat/c/jiro/a/cav.dat	document	1	0		
decoded_dat/c/jiro/a/gol.dat	document	1	0		
decoded_dat/c/jiro/gol.dat	document	1	0		
decoded_dat/c/jiro/gol2.dat	document	1	0		
decoded_dat/c/jiro/jiro.dat	document	1	0		
decoded_dat/c/jiro/jiro1.dat	document	1	0		
decoded_dat/c/jug/a/pao.dat	document	1	0		
decoded_dat/c/jug/jugo.dat	document	1	0		
decoded_dat/c/jug/jugoCS2.dat	document	1	0		
decoded_dat/c/kab/a/atk.dat	document	1	0		
decoded_dat/c/kab/a/cha.dat	document	1	4		
decoded_dat/c/kab/a/cha.dat	row	1	10		6e6f726d616c
decoded_dat/c/kab/a/cha.dat	field	1	11	dvx	32
decoded_dat/c/kab/a/cha.dat	field	1	11	fall	3430
decoded_dat/c/kab/a/cha.dat	field	1	11	vrest	3130
decoded_dat/c/kab/a/cha.dat	field	1	11	bdefend	3136
decoded_dat/c/kab/a/cha.dat	field	1	11	injury	3435
decoded_dat/c/kab/a/cha.dat	field	1	11	effect	30
decoded_dat/c/kab/a/cha.dat	row	2	12		6a756d70
decoded_dat/c/kab/a/cha.dat	field	2	13	dvx	37
decoded_dat/c/kab/a/cha.dat	field	2	13	fall	3730
decoded_dat/c/kab/a/cha.dat	field	2	13	vrest	3130
decoded_dat/c/kab/a/cha.dat	field	2	13	bdefend	3136
decoded_dat/c/kab/a/cha.dat	field	2	13	injury	3435
decoded_dat/c/kab/a/cha.dat	field	2	13	effect	30
decoded_dat/c/kab/a/cha.dat	row	3	14		72756e
decoded_dat/c/kab/a/cha.dat	field	3	15	dvx	3130
decoded_dat/c/kab/a/cha.dat	field	3	15	fall	3730
decoded_dat/c/kab/a/cha.dat	field	3	15	vrest	3130
decoded_dat/c/kab/a/cha.dat	field	3	15	bdefend	3136
decoded_dat/c/kab/a/cha.dat	field	3	15	injury	3535
decoded_dat/c/kab/a/cha.dat	field	3	15	effect	30
decoded_dat/c/kab/a/cha.dat	row	4	16		64617368
decoded_dat/c/kab/a/cha.dat	field	4	17	dvx	3132
decoded_dat/c/kab/a/cha.dat	field	4	17	fall	3730
decoded_dat/c/kab/a/cha.dat	field	4	17	vrest	3230
decoded_dat/c/kab/a/cha.dat	field	4	17	bdefend	3630
decoded_dat/c/kab/a/cha.dat	field	4	17	injury	3535
decoded_dat/c/kab/a/cha.dat	field	4	17	effect	30
decoded_dat/c/kab/kab.dat	document	1	0		
decoded_dat/c/kab/tsurugi.dat	document	1	0		
decoded_dat/c/kab/yoroi.dat	document	1	0		
decoded_dat/c/kaka/a/rai.dat	document	1	0		
decoded_dat/c/kaka/kaka.dat	document	1	0		
decoded_dat/c/kaka/pak.dat	document	1	0		
decoded_dat/c/kaku/a/nck.dat	document	1	0		
decoded_dat/c/kaku/kakun.dat	document	1	0		
decoded_dat/c/kaku/kakunck.dat	document	1	0		
decoded_dat/c/kaku/kakunre.dat	document	1	0		
decoded_dat/c/kaku/maskair.dat	document	1	0		
decoded_dat/c/kaku/maskfir.dat	document	1	0		
decoded_dat/c/kaku/maskthu.dat	document	1	0		
decoded_dat/c/kaku/maskwat.dat	document	1	0		
decoded_dat/c/kan/a/kar.dat	document	1	0		
decoded_dat/c/kan/a/kar2.dat	document	1	0		
decoded_dat/c/kan/a/san.dat	document	1	0		
decoded_dat/c/kan/kan.dat	document	1	0		
decoded_dat/c/kan/kan2.dat	document	1	0		
decoded_dat/c/kar/a/cha.dat	document	1	0		
decoded_dat/c/kar/a/jug.dat	document	1	0		
decoded_dat/c/kar/a/sas.dat	document	1	0		
decoded_dat/c/kar/a/sui.dat	document	1	0		
decoded_dat/c/kar/kar.dat	document	1	0		
decoded_dat/c/kib/a/aka.dat	document	1	0		
decoded_dat/c/kib/kib.dat	document	1	0		
decoded_dat/c/kid/a/atk.dat	document	1	0		
decoded_dat/c/kid/a/kyo.dat	document	1	0		
decoded_dat/c/kid/a/spi.dat	document	1	0		
decoded_dat/c/kid/kid.dat	document	1	0		
decoded_dat/c/kid/kid1.dat	document	1	0		
decoded_dat/c/kim/a/bon.dat	document	1	0		
decoded_dat/c/kim/kim.dat	document	1	0		
decoded_dat/c/kim/kim1.dat	document	1	0		
decoded_dat/c/kis/a/wat.dat	document	1	0		
decoded_dat/c/kis/kcl.dat	document	1	0		
decoded_dat/c/kis/kis.dat	document	1	0		
decoded_dat/c/kis/nck.dat	document	1	0		
decoded_dat/c/kis/sam.dat	document	1	0		
decoded_dat/c/kon/a/pap.dat	document	1	0		
decoded_dat/c/kon/ang.dat	document	1	0		
decoded_dat/c/kon/kon.dat	document	1	0		
decoded_dat/c/lee/a/lee.dat	document	1	0		
decoded_dat/c/lee/lee.dat	document	1	0		
decoded_dat/c/min/a/fla.dat	document	1	0		
decoded_dat/c/min/a/fly.dat	document	1	0		
decoded_dat/c/min/a/fly2.dat	document	1	0		
decoded_dat/c/min/a/kcm.dat	document	1	0		
decoded_dat/c/min/kcm.dat	document	1	0		
decoded_dat/c/min/min.dat	document	1	0		
decoded_dat/c/min/sag.dat	document	1	0		
decoded_dat/c/miz/a/shur.dat	document	1	0		
decoded_dat/c/miz/cs2.dat	document	1	0		
decoded_dat/c/miz/miz.dat	document	1	0		
decoded_dat/c/nar/4tk.dat	document	1	0		
decoded_dat/c/nar/a/4tk.dat	document	1	0		
decoded_dat/c/nar/a/atk.dat	document	1	0		
decoded_dat/c/nar/a/ras.dat	document	1	0		
decoded_dat/c/nar/kyu.dat	document	1	0		
decoded_dat/c/nar/nar.dat	document	1	0		
decoded_dat/c/nar/ncl.dat	document	1	0		
decoded_dat/c/nar/sna.dat	document	1	0		
decoded_dat/c/nar/snc.dat	document	1	0		
decoded_dat/c/nej/a/are.dat	document	1	0		
decoded_dat/c/nej/a/bya.dat	document	1	0		
decoded_dat/c/nej/a/bya2.dat	document	1	0		
decoded_dat/c/nej/nej.dat	document	1	0		
decoded_dat/c/oro/1.dat	document	1	0		
decoded_dat/c/oro/2.dat	document	1	0		
decoded_dat/c/oro/a/atk.dat	document	1	0		
decoded_dat/c/oro/a/edo2.dat	document	1	0		
decoded_dat/c/oro/oro.dat	document	1	0		
decoded_dat/c/pai/a/cha.dat	document	1	0		
decoded_dat/c/pai/a/ox.dat	document	1	0		
decoded_dat/c/pai/a/rhi.dat	document	1	0		
decoded_dat/c/pai/a/squ.dat	document	1	0		
decoded_dat/c/pai/a/sum.dat	document	1	0		
decoded_dat/c/pai/pai.dat	document	1	0		
decoded_dat/c/pai/paid.dat	document	1	0		
decoded_dat/c/rai/a/rai.dat	document	1	0		
decoded_dat/c/rai/rai.dat	document	1	0		
decoded_dat/c/rai/raiT.dat	document	1	0		
decoded_dat/c/sai/a/ink.dat	document	1	0		
decoded_dat/c/sai/sai.dat	document	1	0		
decoded_dat/c/sako/a/atk.dat	document	1	0		
decoded_dat/c/sako/sako.dat	document	1	0		
decoded_dat/c/sako/sako1.dat	document	1	0		
decoded_dat/c/sako/suk.dat	document	1	0		
decoded_dat/c/sako/suk1.dat	document	1	0		
decoded_dat/c/sako/uko.dat	document	1	0		
decoded_dat/c/sako/uko1.dat	document	1	0		
decoded_dat/c/saku/a/atk.dat	document	1	0		
decoded_dat/c/saku/saku.dat	document	1	0		
decoded_dat/c/saku/saku2.dat	document	1	0		
decoded_dat/c/saku/saku3.dat	document	1	0		
decoded_dat/c/saso/Hsa.dat	document	1	0		
decoded_dat/c/saso/a/iro.dat	document	1	0		
decoded_dat/c/saso/a/pup.dat	document	1	0		
decoded_dat/c/saso/a/pup2.dat	document	1	0		
decoded_dat/c/saso/ncs.dat	document	1	0		
decoded_dat/c/saso/pup.dat	document	1	0		
decoded_dat/c/saso/saso.dat	document	1	0		
decoded_dat/c/sasu/a/chi.dat	document	1	0		
decoded_dat/c/sasu/a/gen.dat	document	1	0		
decoded_dat/c/sasu/a/mss.dat	document	1	0		
decoded_dat/c/sasu/cs2.dat	document	1	0		
decoded_dat/c/sasu/mss.dat	document	1	0		
decoded_dat/c/sasu/sasu.dat	document	1	0		
decoded_dat/c/sasu/sus.dat	document	1	0		
decoded_dat/c/shik/a/sha.dat	document	1	0		
decoded_dat/c/shik/shik.dat	document	1	0		
decoded_dat/c/shino/a/bug.dat	document	1	0		
decoded_dat/c/shino/shino.dat	document	1	0		
decoded_dat/c/shis/a/gen.dat	document	1	0		
decoded_dat/c/shis/shis.dat	document	1	0		
decoded_dat/c/sui/a/atk.dat	document	1	0		
decoded_dat/c/sui/sui.dat	document	1	0		
decoded_dat/c/tay/a/mon.dat	document	1	0		
decoded_dat/c/tay/tay.dat	document	1	0		
decoded_dat/c/tay/tay1.dat	document	1	0		
decoded_dat/c/tem/a/tem.dat	document	1	0		
decoded_dat/c/tem/tem.dat	document	1	0		
decoded_dat/c/ten/a/ten.dat	document	1	0		
decoded_dat/c/ten/bash.dat	document	1	0		
decoded_dat/c/ten/blade.dat	document	1	0		
decoded_dat/c/ten/pole.dat	document	1	0		
decoded_dat/c/ten/swords.dat	document	1	0		
decoded_dat/c/ten/ten.dat	document	1	0		
decoded_dat/c/tobi/a/fox.dat	document	1	0		
decoded_dat/c/tobi/a/kat.dat	document	1	0		
decoded_dat/c/tobi/tobi.dat	document	1	0		
decoded_dat/c/tobi/ttobi.dat	document	1	0		
decoded_dat/c/tobir/a/atk.dat	document	1	0		
decoded_dat/c/tobir/tclo.dat	document	1	0		
decoded_dat/c/tobir/tobir.dat	document	1	0		
decoded_dat/c/tsu/a/atk.dat	document	1	0		
decoded_dat/c/tsu/tsu.dat	document	1	0		
decoded_dat/c/yag/a/dra.dat	document	1	0		
decoded_dat/c/yag/a/mir.dat	document	1	0		
decoded_dat/c/yag/yag.dat	document	1	0		
decoded_dat/c/yam/a/tre.dat	document	1	0		
decoded_dat/c/yam/yam.dat	document	1	0		
decoded_dat/c/yam/ycl.dat	document	1	0		
decoded_dat/c/zab/a/dra.dat	document	1	0		
decoded_dat/c/zab/a/zab.dat	document	1	0		
decoded_dat/c/zab/clo.dat	document	1	0		
decoded_dat/c/zab/dem.dat	document	1	0		
decoded_dat/c/zab/zab.dat	document	1	0		
decoded_dat/custom/1genma/a/bigdragon.dat	document	1	0		
decoded_dat/custom/1genma/a/katon.dat	document	1	0		
decoded_dat/custom/1genma/a/shuriken.dat	document	1	0		
decoded_dat/custom/1genma/a/smalldragon.dat	document	1	0		
decoded_dat/custom/1genma/a/wind.dat	document	1	0		
decoded_dat/custom/1genma/genma.dat	document	1	0		
decoded_dat/custom/1genma/genmaclone.dat	document	1	0		
decoded_dat/data/bg/aca.dat	document	1	0		
decoded_dat/data/bg/are.dat	document	1	0		
decoded_dat/data/bg/cav.dat	document	1	0		
decoded_dat/data/bg/cli.dat	document	1	0		
decoded_dat/data/bg/dee.dat	document	1	0		
decoded_dat/data/bg/des.dat	document	1	0		
decoded_dat/data/bg/dis.dat	document	1	0		
decoded_dat/data/bg/ent.dat	document	1	0		
decoded_dat/data/bg/fod.dat	document	1	0		
decoded_dat/data/bg/for.dat	document	1	0		
decoded_dat/data/bg/hid.dat	document	1	0		
decoded_dat/data/bg/hos.dat	document	1	0		
decoded_dat/data/bg/hot.dat	document	1	0		
decoded_dat/data/bg/kab.dat	document	1	0		
decoded_dat/data/bg/pat.dat	document	1	0		
decoded_dat/data/bg/rai.dat	document	1	0		
decoded_dat/data/bg/ram.dat	document	1	0		
decoded_dat/data/bg/random.dat	document	1	0		
decoded_dat/data/bg/san.dat	document	1	0		
decoded_dat/data/bg/san2.dat	document	1	0		
decoded_dat/data/bg/sno.dat	document	1	0		
decoded_dat/data/bg/uch.dat	document	1	0		
decoded_dat/data/bg/val.dat	document	1	0		
decoded_dat/data/bg/vil.dat	document	1	0		
decoded_dat/data/bg/wha.dat	document	1	0		
decoded_dat/data/bg_mode.dat	document	1	0		
decoded_dat/data/bgm.dat	document	1	0		
decoded_dat/data/broken_weapon.dat	document	1	0		
decoded_dat/data/etc.dat	document	1	0		
decoded_dat/data/frame/INKHUD.dat	document	0	0		
decoded_dat/data/frame/INKHUD2.dat	document	0	0		
decoded_dat/data/frame.dat	document	1	0		
decoded_dat/data/fusion.dat	document	1	0		
decoded_dat/data/kind.dat	document	1	0		
decoded_dat/data/menu.dat	document	1	0		
decoded_dat/data/minibar/none.dat	document	1	0		
decoded_dat/data/minibar/st1.dat	document	1	0		
decoded_dat/data/minibar/st2.dat	document	1	0		
decoded_dat/data/minibar/stage.dat	document	1	0		
decoded_dat/data/minibar.dat	document	1	0		
decoded_dat/data/mode/ntsd.dat	document	1	0		
decoded_dat/data/mode.dat	document	1	0		
decoded_dat/data/resource.dat	document	0	0		
decoded_dat/data/sound.dat	document	1	0		
decoded_dat/data/stage.dat	document	1	0		
decoded_dat/data/system.dat	document	1	0		
decoded_dat/m/hug/hug.dat	document	1	0		
decoded_dat/m/hug/hug2.dat	document	1	0		
decoded_dat/m/hug/hug3.dat	document	1	0		
decoded_dat/m/nin/hun.dat	document	1	0		
decoded_dat/m/nin/nin.dat	document	1	0		
decoded_dat/m/nin/nin2.dat	document	1	0		
decoded_dat/m/san/san.dat	document	1	0		
decoded_dat/m/teu/teu.dat	document	1	0		
decoded_dat/m/ton/ton.dat	document	1	0		
decoded_dat/s/0/0.dat	document	1	0		
decoded_dat/s/0/iru.dat	document	1	0		
decoded_dat/s/0/iruc.dat	document	1	0		
decoded_dat/s/0/ram.dat	document	1	0		
decoded_dat/s/0/stage0.dat	document	1	0		
decoded_dat/s/1/1.dat	document	1	0		
decoded_dat/s/1/ncs.dat	document	1	0		
decoded_dat/s/1/stage1.dat	document	1	0		
decoded_dat/s/2/2.dat	document	1	0		
decoded_dat/s/2/ncs2.dat	document	1	0		
decoded_dat/s/2/stage2.dat	document	1	0		
decoded_dat/s/3/3.dat	document	1	0		
decoded_dat/s/3/stage3.dat	document	1	0		
decoded_dat/s/4/4.dat	document	1	0		
decoded_dat/s/4/stage4.dat	document	1	0		
decoded_dat/s/5/5.dat	document	1	0		
decoded_dat/s/5/5p.dat	document	1	0		
decoded_dat/s/5/stage5.dat	document	1	0		
decoded_dat/s/S/S.dat	document	1	0		
decoded_dat/s/S/su.dat	document	1	0		
decoded_dat/s/c.dat	document	1	0		
decoded_dat/w/1.dat	document	1	0		
decoded_dat/w/2.dat	document	1	4		
decoded_dat/w/2.dat	row	1	11		6e6f726d616c
decoded_dat/w/2.dat	field	1	12	dvx	32
decoded_dat/w/2.dat	field	1	12	fall	3430
decoded_dat/w/2.dat	field	1	12	vrest	3130
decoded_dat/w/2.dat	field	1	12	bdefend	3136
decoded_dat/w/2.dat	field	1	12	injury	3435
decoded_dat/w/2.dat	field	1	12	effect	31
decoded_dat/w/2.dat	row	2	13		6a756d70
decoded_dat/w/2.dat	field	2	14	dvx	37
decoded_dat/w/2.dat	field	2	14	fall	3730
decoded_dat/w/2.dat	field	2	14	vrest	3130
decoded_dat/w/2.dat	field	2	14	bdefend	3136
decoded_dat/w/2.dat	field	2	14	injury	3435
decoded_dat/w/2.dat	field	2	14	effect	31
decoded_dat/w/2.dat	row	3	15		72756e
decoded_dat/w/2.dat	field	3	16	dvx	3130
decoded_dat/w/2.dat	field	3	16	fall	3730
decoded_dat/w/2.dat	field	3	16	vrest	3130
decoded_dat/w/2.dat	field	3	16	bdefend	3136
decoded_dat/w/2.dat	field	3	16	injury	3535
decoded_dat/w/2.dat	field	3	16	effect	31
decoded_dat/w/2.dat	row	4	17		64617368
decoded_dat/w/2.dat	field	4	18	dvx	3132
decoded_dat/w/2.dat	field	4	18	fall	3730
decoded_dat/w/2.dat	field	4	18	vrest	3230
decoded_dat/w/2.dat	field	4	18	bdefend	3630
decoded_dat/w/2.dat	field	4	18	injury	3535
decoded_dat/w/2.dat	field	4	18	effect	31
decoded_dat/w/3.dat	document	1	0		
decoded_dat/w/4.dat	document	1	4		
decoded_dat/w/4.dat	row	1	11		6e6f726d616c
decoded_dat/w/4.dat	field	1	12	dvx	32
decoded_dat/w/4.dat	field	1	12	fall	3430
decoded_dat/w/4.dat	field	1	12	vrest	3730
decoded_dat/w/4.dat	field	1	12	bdefend	3136
decoded_dat/w/4.dat	field	1	12	injury	3435
decoded_dat/w/4.dat	field	1	12	effect	31
decoded_dat/w/4.dat	row	2	13		6a756d70
decoded_dat/w/4.dat	field	2	14	dvx	37
decoded_dat/w/4.dat	field	2	14	fall	3730
decoded_dat/w/4.dat	field	2	14	vrest	3730
decoded_dat/w/4.dat	field	2	14	bdefend	3136
decoded_dat/w/4.dat	field	2	14	injury	3435
decoded_dat/w/4.dat	field	2	14	effect	31
decoded_dat/w/4.dat	row	3	15		72756e
decoded_dat/w/4.dat	field	3	16	dvx	3130
decoded_dat/w/4.dat	field	3	16	fall	3730
decoded_dat/w/4.dat	field	3	16	vrest	3730
decoded_dat/w/4.dat	field	3	16	bdefend	3136
decoded_dat/w/4.dat	field	3	16	injury	3535
decoded_dat/w/4.dat	field	3	16	effect	31
decoded_dat/w/4.dat	row	4	17		64617368
decoded_dat/w/4.dat	field	4	18	dvx	3132
decoded_dat/w/4.dat	field	4	18	fall	3730
decoded_dat/w/4.dat	field	4	18	vrest	3730
decoded_dat/w/4.dat	field	4	18	bdefend	3630
decoded_dat/w/4.dat	field	4	18	injury	3535
decoded_dat/w/4.dat	field	4	18	effect	31
decoded_dat/w/5.dat	document	1	4		
decoded_dat/w/5.dat	row	1	11		6e6f726d616c
decoded_dat/w/5.dat	field	1	12	dvx	32
decoded_dat/w/5.dat	field	1	12	fall	3430
decoded_dat/w/5.dat	field	1	12	vrest	3730
decoded_dat/w/5.dat	field	1	12	bdefend	3136
decoded_dat/w/5.dat	field	1	12	injury	3435
decoded_dat/w/5.dat	row	2	13		6a756d70
decoded_dat/w/5.dat	field	2	14	dvx	37
decoded_dat/w/5.dat	field	2	14	fall	3730
decoded_dat/w/5.dat	field	2	14	vrest	3730
decoded_dat/w/5.dat	field	2	14	bdefend	3136
decoded_dat/w/5.dat	field	2	14	injury	3435
decoded_dat/w/5.dat	row	3	15		72756e
decoded_dat/w/5.dat	field	3	16	dvx	3130
decoded_dat/w/5.dat	field	3	16	fall	3730
decoded_dat/w/5.dat	field	3	16	vrest	3730
decoded_dat/w/5.dat	field	3	16	bdefend	3136
decoded_dat/w/5.dat	field	3	16	injury	3535
decoded_dat/w/5.dat	row	4	17		64617368
decoded_dat/w/5.dat	field	4	18	dvx	3132
decoded_dat/w/5.dat	field	4	18	fall	3730
